codigo_ine,nombre,provincia,cod_provincia,ccaa
01051,Agurain/Salvatierra,Araba/Álava,01,País Vasco
01001,Alegría-Dulantzi,Araba/Álava,01,País Vasco
01002,Amurrio,Araba/Álava,01,País Vasco
01049,Añana,Araba/Álava,01,País Vasco
01003,Aramaio,Araba/Álava,01,País Vasco
01006,Armiñón,Araba/Álava,01,País Vasco
01037,Arraia-Maeztu,Araba/Álava,01,País Vasco
01008,Arratzua-Ubarrundia,Araba/Álava,01,País Vasco
01004,Artziniega,Araba/Álava,01,País Vasco
01009,Asparrena,Araba/Álava,01,País Vasco
01010,Ayala/Aiara,Araba/Álava,01,País Vasco
01011,Baños de Ebro/Mañueta,Araba/Álava,01,País Vasco
01013,Barrundia,Araba/Álava,01,País Vasco
01014,Berantevilla,Araba/Álava,01,País Vasco
01016,Bernedo,Araba/Álava,01,País Vasco
01017,Campezo/Kanpezu,Araba/Álava,01,País Vasco
01021,Elburgo/Burgelu,Araba/Álava,01,País Vasco
01022,Elciego,Araba/Álava,01,País Vasco
01023,Elvillar/Bilar,Araba/Álava,01,País Vasco
01046,Erriberagoitia/Ribera Alta,Araba/Álava,01,País Vasco
01056,Harana/Valle de Arana,Araba/Álava,01,País Vasco
01901,Iruña Oka/Iruña de Oca,Araba/Álava,01,País Vasco
01027,Iruraiz-Gauna,Araba/Álava,01,País Vasco
01019,Kripan,Araba/Álava,01,País Vasco
01020,Kuartango,Araba/Álava,01,País Vasco
01028,Labastida/Bastida,Araba/Álava,01,País Vasco
01030,Lagrán,Araba/Álava,01,País Vasco
01031,Laguardia,Araba/Álava,01,País Vasco
01032,Lanciego/Lantziego,Araba/Álava,01,País Vasco
01902,Lantarón,Araba/Álava,01,País Vasco
01033,Lapuebla de Labarca,Araba/Álava,01,País Vasco
01036,Laudio/Llodio,Araba/Álava,01,País Vasco
01058,Legutio,Araba/Álava,01,País Vasco
01034,Leza,Araba/Álava,01,País Vasco
01039,Moreda de Álava/Moreda Araba,Araba/Álava,01,País Vasco
01041,Navaridas,Araba/Álava,01,País Vasco
01042,Okondo,Araba/Álava,01,País Vasco
01043,Oyón-Oion,Araba/Álava,01,País Vasco
01044,Peñacerrada-Urizaharra,Araba/Álava,01,País Vasco
01047,Ribera Baja/Erriberabeitia,Araba/Álava,01,País Vasco
01052,Samaniego,Araba/Álava,01,País Vasco
01053,San Millán/Donemiliaga,Araba/Álava,01,País Vasco
01054,Urkabustaiz,Araba/Álava,01,País Vasco
01055,Valdegovía/Gaubea,Araba/Álava,01,País Vasco
01057,Villabuena de Álava/Eskuernaga,Araba/Álava,01,País Vasco
01059,Vitoria-Gasteiz,Araba/Álava,01,País Vasco
01060,Yécora/Iekora,Araba/Álava,01,País Vasco
01061,Zalduondo,Araba/Álava,01,País Vasco
01062,Zambrana,Araba/Álava,01,País Vasco
01018,Zigoitia,Araba/Álava,01,País Vasco
01063,Zuia,Araba/Álava,01,País Vasco
02001,Abengibre,Albacete,02,Castilla-La Mancha
02002,Alatoz,Albacete,02,Castilla-La Mancha
02003,Albacete,Albacete,02,Castilla-La Mancha
02004,Albatana,Albacete,02,Castilla-La Mancha
02005,Alborea,Albacete,02,Castilla-La Mancha
02006,Alcadozo,Albacete,02,Castilla-La Mancha
02007,Alcalá del Júcar,Albacete,02,Castilla-La Mancha
02008,Alcaraz,Albacete,02,Castilla-La Mancha
02009,Almansa,Albacete,02,Castilla-La Mancha
02010,Alpera,Albacete,02,Castilla-La Mancha
02011,Ayna,Albacete,02,Castilla-La Mancha
02012,Balazote,Albacete,02,Castilla-La Mancha
02014,"Ballestero, El",Albacete,02,Castilla-La Mancha
02013,Balsa de Ves,Albacete,02,Castilla-La Mancha
02015,Barrax,Albacete,02,Castilla-La Mancha
02016,Bienservida,Albacete,02,Castilla-La Mancha
02017,Bogarra,Albacete,02,Castilla-La Mancha
02018,Bonete,Albacete,02,Castilla-La Mancha
02019,"Bonillo, El",Albacete,02,Castilla-La Mancha
02020,Carcelén,Albacete,02,Castilla-La Mancha
02021,Casas de Juan Núñez,Albacete,02,Castilla-La Mancha
02022,Casas de Lázaro,Albacete,02,Castilla-La Mancha
02023,Casas de Ves,Albacete,02,Castilla-La Mancha
02024,Casas-Ibáñez,Albacete,02,Castilla-La Mancha
02025,Caudete,Albacete,02,Castilla-La Mancha
02026,Cenizate,Albacete,02,Castilla-La Mancha
02029,Chinchilla de Monte-Aragón,Albacete,02,Castilla-La Mancha
02027,Corral-Rubio,Albacete,02,Castilla-La Mancha
02028,Cotillas,Albacete,02,Castilla-La Mancha
02030,Elche de la Sierra,Albacete,02,Castilla-La Mancha
02031,Férez,Albacete,02,Castilla-La Mancha
02032,Fuensanta,Albacete,02,Castilla-La Mancha
02033,Fuente-Álamo,Albacete,02,Castilla-La Mancha
02034,Fuentealbilla,Albacete,02,Castilla-La Mancha
02035,"Gineta, La",Albacete,02,Castilla-La Mancha
02036,Golosalvo,Albacete,02,Castilla-La Mancha
02037,Hellín,Albacete,02,Castilla-La Mancha
02038,"Herrera, La",Albacete,02,Castilla-La Mancha
02039,Higueruela,Albacete,02,Castilla-La Mancha
02040,Hoya-Gonzalo,Albacete,02,Castilla-La Mancha
02041,Jorquera,Albacete,02,Castilla-La Mancha
02042,Letur,Albacete,02,Castilla-La Mancha
02043,Lezuza,Albacete,02,Castilla-La Mancha
02044,Liétor,Albacete,02,Castilla-La Mancha
02045,Madrigueras,Albacete,02,Castilla-La Mancha
02046,Mahora,Albacete,02,Castilla-La Mancha
02047,Masegoso,Albacete,02,Castilla-La Mancha
02048,Minaya,Albacete,02,Castilla-La Mancha
02049,Molinicos,Albacete,02,Castilla-La Mancha
02050,Montalvos,Albacete,02,Castilla-La Mancha
02051,Montealegre del Castillo,Albacete,02,Castilla-La Mancha
02052,Motilleja,Albacete,02,Castilla-La Mancha
02053,Munera,Albacete,02,Castilla-La Mancha
02054,Navas de Jorquera,Albacete,02,Castilla-La Mancha
02055,Nerpio,Albacete,02,Castilla-La Mancha
02056,Ontur,Albacete,02,Castilla-La Mancha
02057,Ossa de Montiel,Albacete,02,Castilla-La Mancha
02058,Paterna del Madera,Albacete,02,Castilla-La Mancha
02060,Peñas de San Pedro,Albacete,02,Castilla-La Mancha
02059,Peñascosa,Albacete,02,Castilla-La Mancha
02061,Pétrola,Albacete,02,Castilla-La Mancha
02062,Povedilla,Albacete,02,Castilla-La Mancha
02901,Pozo Cañada,Albacete,02,Castilla-La Mancha
02063,Pozohondo,Albacete,02,Castilla-La Mancha
02064,Pozo-Lorente,Albacete,02,Castilla-La Mancha
02065,Pozuelo,Albacete,02,Castilla-La Mancha
02066,"Recueja, La",Albacete,02,Castilla-La Mancha
02067,Riópar,Albacete,02,Castilla-La Mancha
02068,Robledo,Albacete,02,Castilla-La Mancha
02069,"Roda, La",Albacete,02,Castilla-La Mancha
02070,Salobre,Albacete,02,Castilla-La Mancha
02071,San Pedro,Albacete,02,Castilla-La Mancha
02072,Socovos,Albacete,02,Castilla-La Mancha
02073,Tarazona de la Mancha,Albacete,02,Castilla-La Mancha
02074,Tobarra,Albacete,02,Castilla-La Mancha
02075,Valdeganga,Albacete,02,Castilla-La Mancha
02076,Vianos,Albacete,02,Castilla-La Mancha
02077,Villa de Ves,Albacete,02,Castilla-La Mancha
02078,Villalgordo del Júcar,Albacete,02,Castilla-La Mancha
02079,Villamalea,Albacete,02,Castilla-La Mancha
02080,Villapalacios,Albacete,02,Castilla-La Mancha
02081,Villarrobledo,Albacete,02,Castilla-La Mancha
02082,Villatoya,Albacete,02,Castilla-La Mancha
02083,Villavaliente,Albacete,02,Castilla-La Mancha
02084,Villaverde de Guadalimar,Albacete,02,Castilla-La Mancha
02085,Viveros,Albacete,02,Castilla-La Mancha
02086,Yeste,Albacete,02,Castilla-La Mancha
03002,Agost,Alicante/Alacant,03,Comunitat Valenciana
03003,Agres,Alicante/Alacant,03,Comunitat Valenciana
03004,Aigües,Alicante/Alacant,03,Comunitat Valenciana
03014,Alacant/Alicante,Alicante/Alacant,03,Comunitat Valenciana
03005,Albatera,Alicante/Alacant,03,Comunitat Valenciana
03006,Alcalalí,Alicante/Alacant,03,Comunitat Valenciana
03009,Alcoi/Alcoy,Alicante/Alacant,03,Comunitat Valenciana
03008,Alcoleja,Alicante/Alacant,03,Comunitat Valenciana
03007,Alcosser,Alicante/Alacant,03,Comunitat Valenciana
03010,Alfafara,Alicante/Alacant,03,Comunitat Valenciana
03011,"Alfàs del Pi, l'",Alicante/Alacant,03,Comunitat Valenciana
03012,Algorfa,Alicante/Alacant,03,Comunitat Valenciana
03013,Algueña,Alicante/Alacant,03,Comunitat Valenciana
03015,Almoradí,Alicante/Alacant,03,Comunitat Valenciana
03016,Almudaina,Alicante/Alacant,03,Comunitat Valenciana
03017,"Alqueria d'Asnar, l'",Alicante/Alacant,03,Comunitat Valenciana
03018,Altea,Alicante/Alacant,03,Comunitat Valenciana
03019,Aspe,Alicante/Alacant,03,Comunitat Valenciana
03001,"Atzúbia, l'",Alicante/Alacant,03,Comunitat Valenciana
03020,Balones,Alicante/Alacant,03,Comunitat Valenciana
03021,Banyeres de Mariola,Alicante/Alacant,03,Comunitat Valenciana
03022,Benasau,Alicante/Alacant,03,Comunitat Valenciana
03023,Beneixama,Alicante/Alacant,03,Comunitat Valenciana
03024,Benejúzar,Alicante/Alacant,03,Comunitat Valenciana
03025,Benferri,Alicante/Alacant,03,Comunitat Valenciana
03026,Beniarbeig,Alicante/Alacant,03,Comunitat Valenciana
03027,Beniardà,Alicante/Alacant,03,Comunitat Valenciana
03028,Beniarrés,Alicante/Alacant,03,Comunitat Valenciana
03030,Benidoleig,Alicante/Alacant,03,Comunitat Valenciana
03031,Benidorm,Alicante/Alacant,03,Comunitat Valenciana
03032,Benifallim,Alicante/Alacant,03,Comunitat Valenciana
03033,Benifato,Alicante/Alacant,03,Comunitat Valenciana
03029,Benigembla,Alicante/Alacant,03,Comunitat Valenciana
03034,Benijófar,Alicante/Alacant,03,Comunitat Valenciana
03035,Benilloba,Alicante/Alacant,03,Comunitat Valenciana
03036,Benillup,Alicante/Alacant,03,Comunitat Valenciana
03037,Benimantell,Alicante/Alacant,03,Comunitat Valenciana
03038,Benimarfull,Alicante/Alacant,03,Comunitat Valenciana
03039,Benimassot,Alicante/Alacant,03,Comunitat Valenciana
03040,Benimeli,Alicante/Alacant,03,Comunitat Valenciana
03041,Benissa,Alicante/Alacant,03,Comunitat Valenciana
03043,Biar,Alicante/Alacant,03,Comunitat Valenciana
03044,Bigastro,Alicante/Alacant,03,Comunitat Valenciana
03045,Bolulla,Alicante/Alacant,03,Comunitat Valenciana
03046,Busot,Alicante/Alacant,03,Comunitat Valenciana
03049,Callosa de Segura,Alicante/Alacant,03,Comunitat Valenciana
03048,Callosa d'en Sarrià,Alicante/Alacant,03,Comunitat Valenciana
03047,Calp,Alicante/Alacant,03,Comunitat Valenciana
03051,"Camp de Mirra, el/Campo de Mirra",Alicante/Alacant,03,Comunitat Valenciana
03050,"Campello, el",Alicante/Alacant,03,Comunitat Valenciana
03052,Cañada,Alicante/Alacant,03,Comunitat Valenciana
03053,Castalla,Alicante/Alacant,03,Comunitat Valenciana
03054,Castell de Castells,Alicante/Alacant,03,Comunitat Valenciana
03075,"Castell de Guadalest, el",Alicante/Alacant,03,Comunitat Valenciana
03055,Catral,Alicante/Alacant,03,Comunitat Valenciana
03056,Cocentaina,Alicante/Alacant,03,Comunitat Valenciana
03057,Confrides,Alicante/Alacant,03,Comunitat Valenciana
03058,Cox,Alicante/Alacant,03,Comunitat Valenciana
03059,Crevillent,Alicante/Alacant,03,Comunitat Valenciana
03061,Daya Nueva,Alicante/Alacant,03,Comunitat Valenciana
03062,Daya Vieja,Alicante/Alacant,03,Comunitat Valenciana
03063,Dénia,Alicante/Alacant,03,Comunitat Valenciana
03064,Dolores,Alicante/Alacant,03,Comunitat Valenciana
03066,Elda,Alicante/Alacant,03,Comunitat Valenciana
03065,Elx/Elche,Alicante/Alacant,03,Comunitat Valenciana
03067,Fageca,Alicante/Alacant,03,Comunitat Valenciana
03068,Famorca,Alicante/Alacant,03,Comunitat Valenciana
03069,Finestrat,Alicante/Alacant,03,Comunitat Valenciana
03077,"Fondó de les Neus, el/Hondón de las Nieves",Alicante/Alacant,03,Comunitat Valenciana
03070,Formentera del Segura,Alicante/Alacant,03,Comunitat Valenciana
03072,Gaianes,Alicante/Alacant,03,Comunitat Valenciana
03071,Gata de Gorgos,Alicante/Alacant,03,Comunitat Valenciana
03073,Gorga,Alicante/Alacant,03,Comunitat Valenciana
03074,Granja de Rocamora,Alicante/Alacant,03,Comunitat Valenciana
03076,Guardamar del Segura,Alicante/Alacant,03,Comunitat Valenciana
03078,Hondón de los Frailes,Alicante/Alacant,03,Comunitat Valenciana
03079,Ibi,Alicante/Alacant,03,Comunitat Valenciana
03080,Jacarilla,Alicante/Alacant,03,Comunitat Valenciana
03085,Llíber,Alicante/Alacant,03,Comunitat Valenciana
03086,Millena,Alicante/Alacant,03,Comunitat Valenciana
03088,Monforte del Cid,Alicante/Alacant,03,Comunitat Valenciana
03089,Monòver/Monóvar,Alicante/Alacant,03,Comunitat Valenciana
03903,"Montesinos, Los",Alicante/Alacant,03,Comunitat Valenciana
03091,Murla,Alicante/Alacant,03,Comunitat Valenciana
03092,Muro de Alcoy,Alicante/Alacant,03,Comunitat Valenciana
03090,Mutxamel,Alicante/Alacant,03,Comunitat Valenciana
03093,Novelda,Alicante/Alacant,03,Comunitat Valenciana
03094,"Nucia, la",Alicante/Alacant,03,Comunitat Valenciana
03095,Ondara,Alicante/Alacant,03,Comunitat Valenciana
03096,Onil,Alicante/Alacant,03,Comunitat Valenciana
03097,Orba,Alicante/Alacant,03,Comunitat Valenciana
03099,Orihuela,Alicante/Alacant,03,Comunitat Valenciana
03084,"Orxa, l'/Lorcha",Alicante/Alacant,03,Comunitat Valenciana
03098,Orxeta,Alicante/Alacant,03,Comunitat Valenciana
03100,Parcent,Alicante/Alacant,03,Comunitat Valenciana
03101,Pedreguer,Alicante/Alacant,03,Comunitat Valenciana
03102,Pego,Alicante/Alacant,03,Comunitat Valenciana
03103,Penàguila,Alicante/Alacant,03,Comunitat Valenciana
03104,Petrer,Alicante/Alacant,03,Comunitat Valenciana
03902,Pilar de la Horadada,Alicante/Alacant,03,Comunitat Valenciana
03105,"Pinós, el/Pinoso",Alicante/Alacant,03,Comunitat Valenciana
03106,Planes,Alicante/Alacant,03,Comunitat Valenciana
03042,"Poble Nou de Benitatxell, el/Benitachell",Alicante/Alacant,03,Comunitat Valenciana
03901,"Poblets, els",Alicante/Alacant,03,Comunitat Valenciana
03107,Polop,Alicante/Alacant,03,Comunitat Valenciana
03060,Quatretondeta,Alicante/Alacant,03,Comunitat Valenciana
03109,Rafal,Alicante/Alacant,03,Comunitat Valenciana
03110,"Ràfol d'Almúnia, el",Alicante/Alacant,03,Comunitat Valenciana
03111,Redován,Alicante/Alacant,03,Comunitat Valenciana
03112,Relleu,Alicante/Alacant,03,Comunitat Valenciana
03113,Rojales,Alicante/Alacant,03,Comunitat Valenciana
03114,"Romana, la",Alicante/Alacant,03,Comunitat Valenciana
03115,Sagra,Alicante/Alacant,03,Comunitat Valenciana
03116,Salinas,Alicante/Alacant,03,Comunitat Valenciana
03118,San Fulgencio,Alicante/Alacant,03,Comunitat Valenciana
03904,San Isidro,Alicante/Alacant,03,Comunitat Valenciana
03120,San Miguel de Salinas,Alicante/Alacant,03,Comunitat Valenciana
03117,Sanet y Negrals,Alicante/Alacant,03,Comunitat Valenciana
03119,Sant Joan d'Alacant,Alicante/Alacant,03,Comunitat Valenciana
03122,Sant Vicent del Raspeig/San Vicente del Raspeig,Alicante/Alacant,03,Comunitat Valenciana
03121,Santa Pola,Alicante/Alacant,03,Comunitat Valenciana
03123,Sax,Alicante/Alacant,03,Comunitat Valenciana
03124,Sella,Alicante/Alacant,03,Comunitat Valenciana
03125,Senija,Alicante/Alacant,03,Comunitat Valenciana
03127,Tàrbena,Alicante/Alacant,03,Comunitat Valenciana
03128,Teulada,Alicante/Alacant,03,Comunitat Valenciana
03129,Tibi,Alicante/Alacant,03,Comunitat Valenciana
03130,Tollos,Alicante/Alacant,03,Comunitat Valenciana
03131,Tormos,Alicante/Alacant,03,Comunitat Valenciana
03132,"Torre de les Maçanes, la/Torremanzanas",Alicante/Alacant,03,Comunitat Valenciana
03133,Torrevieja,Alicante/Alacant,03,Comunitat Valenciana
03134,"Vall d'Alcalà, la",Alicante/Alacant,03,Comunitat Valenciana
03136,"Vall de Gallinera, la",Alicante/Alacant,03,Comunitat Valenciana
03137,"Vall de Laguar, la",Alicante/Alacant,03,Comunitat Valenciana
03135,"Vall d'Ebo, la",Alicante/Alacant,03,Comunitat Valenciana
03138,"Verger, el",Alicante/Alacant,03,Comunitat Valenciana
03139,"Vila Joiosa, la/Villajoyosa",Alicante/Alacant,03,Comunitat Valenciana
03140,Villena,Alicante/Alacant,03,Comunitat Valenciana
03082,Xàbia/Jávea,Alicante/Alacant,03,Comunitat Valenciana
03081,Xaló,Alicante/Alacant,03,Comunitat Valenciana
03083,Xixona/Jijona,Alicante/Alacant,03,Comunitat Valenciana
04001,Abla,Almería,04,Andalucía
04002,Abrucena,Almería,04,Andalucía
04003,Adra,Almería,04,Andalucía
04004,Albanchez,Almería,04,Andalucía
04005,Alboloduy,Almería,04,Andalucía
04006,Albox,Almería,04,Andalucía
04007,Alcolea,Almería,04,Andalucía
04008,Alcóntar,Almería,04,Andalucía
04009,Alcudia de Monteagud,Almería,04,Andalucía
04010,Alhabia,Almería,04,Andalucía
04011,Alhama de Almería,Almería,04,Andalucía
04012,Alicún,Almería,04,Andalucía
04013,Almería,Almería,04,Andalucía
04014,Almócita,Almería,04,Andalucía
04015,Alsodux,Almería,04,Andalucía
04016,Antas,Almería,04,Andalucía
04017,Arboleas,Almería,04,Andalucía
04018,Armuña de Almanzora,Almería,04,Andalucía
04019,Bacares,Almería,04,Andalucía
04904,Balanegra,Almería,04,Andalucía
04020,Bayárcal,Almería,04,Andalucía
04021,Bayarque,Almería,04,Andalucía
04022,Bédar,Almería,04,Andalucía
04023,Beires,Almería,04,Andalucía
04024,Benahadux,Almería,04,Andalucía
04026,Benitagla,Almería,04,Andalucía
04027,Benizalón,Almería,04,Andalucía
04028,Bentarique,Almería,04,Andalucía
04029,Berja,Almería,04,Andalucía
04030,Canjáyar,Almería,04,Andalucía
04031,Cantoria,Almería,04,Andalucía
04032,Carboneras,Almería,04,Andalucía
04033,Castro de Filabres,Almería,04,Andalucía
04036,Chercos,Almería,04,Andalucía
04037,Chirivel,Almería,04,Andalucía
04034,Cóbdar,Almería,04,Andalucía
04035,Cuevas del Almanzora,Almería,04,Andalucía
04038,Dalías,Almería,04,Andalucía
04902,"Ejido, El",Almería,04,Andalucía
04041,Enix,Almería,04,Andalucía
04043,Felix,Almería,04,Andalucía
04044,Fines,Almería,04,Andalucía
04045,Fiñana,Almería,04,Andalucía
04046,Fondón,Almería,04,Andalucía
04047,Gádor,Almería,04,Andalucía
04048,"Gallardos, Los",Almería,04,Andalucía
04049,Garrucha,Almería,04,Andalucía
04050,Gérgal,Almería,04,Andalucía
04051,Huécija,Almería,04,Andalucía
04052,Huércal de Almería,Almería,04,Andalucía
04053,Huércal-Overa,Almería,04,Andalucía
04054,Íllar,Almería,04,Andalucía
04055,Instinción,Almería,04,Andalucía
04056,Laroya,Almería,04,Andalucía
04057,Laujar de Andarax,Almería,04,Andalucía
04058,Líjar,Almería,04,Andalucía
04059,Lubrín,Almería,04,Andalucía
04060,Lucainena de las Torres,Almería,04,Andalucía
04061,Lúcar,Almería,04,Andalucía
04062,Macael,Almería,04,Andalucía
04063,María,Almería,04,Andalucía
04064,Mojácar,Almería,04,Andalucía
04903,"Mojonera, La",Almería,04,Andalucía
04065,Nacimiento,Almería,04,Andalucía
04066,Níjar,Almería,04,Andalucía
04067,Ohanes,Almería,04,Andalucía
04068,Olula de Castro,Almería,04,Andalucía
04069,Olula del Río,Almería,04,Andalucía
04070,Oria,Almería,04,Andalucía
04071,Padules,Almería,04,Andalucía
04072,Partaloa,Almería,04,Andalucía
04073,Paterna del Río,Almería,04,Andalucía
04074,Pechina,Almería,04,Andalucía
04075,Pulpí,Almería,04,Andalucía
04076,Purchena,Almería,04,Andalucía
04077,Rágol,Almería,04,Andalucía
04078,Rioja,Almería,04,Andalucía
04079,Roquetas de Mar,Almería,04,Andalucía
04080,Santa Cruz de Marchena,Almería,04,Andalucía
04081,Santa Fe de Mondújar,Almería,04,Andalucía
04082,Senés,Almería,04,Andalucía
04083,Serón,Almería,04,Andalucía
04084,Sierro,Almería,04,Andalucía
04085,Somontín,Almería,04,Andalucía
04086,Sorbas,Almería,04,Andalucía
04087,Suflí,Almería,04,Andalucía
04088,Tabernas,Almería,04,Andalucía
04089,Taberno,Almería,04,Andalucía
04090,Tahal,Almería,04,Andalucía
04091,Terque,Almería,04,Andalucía
04092,Tíjola,Almería,04,Andalucía
04901,"Tres Villas, Las",Almería,04,Andalucía
04093,Turre,Almería,04,Andalucía
04094,Turrillas,Almería,04,Andalucía
04095,Uleila del Campo,Almería,04,Andalucía
04096,Urrácal,Almería,04,Andalucía
04097,Velefique,Almería,04,Andalucía
04098,Vélez-Blanco,Almería,04,Andalucía
04099,Vélez-Rubio,Almería,04,Andalucía
04100,Vera,Almería,04,Andalucía
04101,Viator,Almería,04,Andalucía
04102,Vícar,Almería,04,Andalucía
04103,Zurgena,Almería,04,Andalucía
05001,Adanero,Ávila,05,Castilla y León
05002,"Adrada, La",Ávila,05,Castilla y León
05005,Albornos,Ávila,05,Castilla y León
05007,Aldeanueva de Santa Cruz,Ávila,05,Castilla y León
05008,Aldeaseca,Ávila,05,Castilla y León
05010,"Aldehuela, La",Ávila,05,Castilla y León
05012,Amavida,Ávila,05,Castilla y León
05013,"Arenal, El",Ávila,05,Castilla y León
05014,Arenas de San Pedro,Ávila,05,Castilla y León
05015,Arevalillo,Ávila,05,Castilla y León
05016,Arévalo,Ávila,05,Castilla y León
05017,Aveinte,Ávila,05,Castilla y León
05018,Avellaneda,Ávila,05,Castilla y León
05019,Ávila,Ávila,05,Castilla y León
05021,"Barco de Ávila, El",Ávila,05,Castilla y León
05022,"Barraco, El",Ávila,05,Castilla y León
05023,Barromán,Ávila,05,Castilla y León
05024,Becedas,Ávila,05,Castilla y León
05025,Becedillas,Ávila,05,Castilla y León
05026,Bercial de Zapardiel,Ávila,05,Castilla y León
05027,"Berlanas, Las",Ávila,05,Castilla y León
05029,Bernuy-Zapardiel,Ávila,05,Castilla y León
05030,Berrocalejo de Aragona,Ávila,05,Castilla y León
05033,Blascomillán,Ávila,05,Castilla y León
05034,Blasconuño de Matacabras,Ávila,05,Castilla y León
05035,Blascosancho,Ávila,05,Castilla y León
05036,"Bohodón, El",Ávila,05,Castilla y León
05037,Bohoyo,Ávila,05,Castilla y León
05038,Bonilla de la Sierra,Ávila,05,Castilla y León
05039,Brabos,Ávila,05,Castilla y León
05040,Bularros,Ávila,05,Castilla y León
05041,Burgohondo,Ávila,05,Castilla y León
05042,Cabezas de Alambre,Ávila,05,Castilla y León
05043,Cabezas del Pozo,Ávila,05,Castilla y León
05044,Cabezas del Villar,Ávila,05,Castilla y León
05045,Cabizuela,Ávila,05,Castilla y León
05046,Canales,Ávila,05,Castilla y León
05047,Candeleda,Ávila,05,Castilla y León
05048,Cantiveros,Ávila,05,Castilla y León
05049,Cardeñosa,Ávila,05,Castilla y León
05051,"Carrera, La",Ávila,05,Castilla y León
05052,Casas del Puerto,Ávila,05,Castilla y León
05053,Casasola,Ávila,05,Castilla y León
05054,Casavieja,Ávila,05,Castilla y León
05055,Casillas,Ávila,05,Castilla y León
05056,Castellanos de Zapardiel,Ávila,05,Castilla y León
05057,Cebreros,Ávila,05,Castilla y León
05058,Cepeda la Mora,Ávila,05,Castilla y León
05067,Chamartín,Ávila,05,Castilla y León
05059,Cillán,Ávila,05,Castilla y León
05060,Cisla,Ávila,05,Castilla y León
05061,"Colilla, La",Ávila,05,Castilla y León
05062,Collado de Contreras,Ávila,05,Castilla y León
05063,Collado del Mirón,Ávila,05,Castilla y León
05064,Constanzana,Ávila,05,Castilla y León
05065,Crespos,Ávila,05,Castilla y León
05066,Cuevas del Valle,Ávila,05,Castilla y León
05903,Diego del Carpio,Ávila,05,Castilla y León
05069,Donjimeno,Ávila,05,Castilla y León
05070,Donvidas,Ávila,05,Castilla y León
05072,Espinosa de los Caballeros,Ávila,05,Castilla y León
05073,Flores de Ávila,Ávila,05,Castilla y León
05074,Fontiveros,Ávila,05,Castilla y León
05075,Fresnedilla,Ávila,05,Castilla y León
05076,"Fresno, El",Ávila,05,Castilla y León
05077,Fuente el Saúz,Ávila,05,Castilla y León
05078,Fuentes de Año,Ávila,05,Castilla y León
05079,Gallegos de Altamiros,Ávila,05,Castilla y León
05080,Gallegos de Sobrinos,Ávila,05,Castilla y León
05081,Garganta del Villar,Ávila,05,Castilla y León
05082,Gavilanes,Ávila,05,Castilla y León
05083,Gemuño,Ávila,05,Castilla y León
05085,Gil García,Ávila,05,Castilla y León
05084,Gilbuena,Ávila,05,Castilla y León
05086,Gimialcón,Ávila,05,Castilla y León
05087,Gotarrendura,Ávila,05,Castilla y León
05088,Grandes y San Martín,Ávila,05,Castilla y León
05089,Guisando,Ávila,05,Castilla y León
05090,Gutierre-Muñoz,Ávila,05,Castilla y León
05092,Hernansancho,Ávila,05,Castilla y León
05093,Herradón de Pinares,Ávila,05,Castilla y León
05094,Herreros de Suso,Ávila,05,Castilla y León
05095,Higuera de las Dueñas,Ávila,05,Castilla y León
05096,"Hija de Dios, La",Ávila,05,Castilla y León
05097,"Horcajada, La",Ávila,05,Castilla y León
05099,Horcajo de las Torres,Ávila,05,Castilla y León
05100,"Hornillo, El",Ávila,05,Castilla y León
05102,"Hoyo de Pinares, El",Ávila,05,Castilla y León
05101,Hoyocasero,Ávila,05,Castilla y León
05103,Hoyorredondo,Ávila,05,Castilla y León
05106,Hoyos de Miguel Muñoz,Ávila,05,Castilla y León
05104,Hoyos del Collado,Ávila,05,Castilla y León
05105,Hoyos del Espino,Ávila,05,Castilla y León
05107,Hurtumpascual,Ávila,05,Castilla y León
05108,Junciana,Ávila,05,Castilla y León
05109,Langa,Ávila,05,Castilla y León
05110,Lanzahíta,Ávila,05,Castilla y León
05113,"Llanos de Tormes, Los",Ávila,05,Castilla y León
05112,"Losar del Barco, El",Ávila,05,Castilla y León
05114,Madrigal de las Altas Torres,Ávila,05,Castilla y León
05115,Maello,Ávila,05,Castilla y León
05116,Malpartida de Corneja,Ávila,05,Castilla y León
05117,Mamblas,Ávila,05,Castilla y León
05118,Mancera de Arriba,Ávila,05,Castilla y León
05119,Manjabálago y Ortigosa de Rioalmar,Ávila,05,Castilla y León
05120,Marlín,Ávila,05,Castilla y León
05121,Martiherrero,Ávila,05,Castilla y León
05122,Martínez,Ávila,05,Castilla y León
05123,Mediana de Voltoya,Ávila,05,Castilla y León
05124,Medinilla,Ávila,05,Castilla y León
05125,Mengamuñoz,Ávila,05,Castilla y León
05126,Mesegar de Corneja,Ávila,05,Castilla y León
05127,Mijares,Ávila,05,Castilla y León
05128,Mingorría,Ávila,05,Castilla y León
05129,"Mirón, El",Ávila,05,Castilla y León
05130,Mironcillo,Ávila,05,Castilla y León
05131,Mirueña de los Infanzones,Ávila,05,Castilla y León
05132,Mombeltrán,Ávila,05,Castilla y León
05133,Monsalupe,Ávila,05,Castilla y León
05134,Moraleja de Matacabras,Ávila,05,Castilla y León
05135,Muñana,Ávila,05,Castilla y León
05136,Muñico,Ávila,05,Castilla y León
05138,Muñogalindo,Ávila,05,Castilla y León
