codigo_origen,version_origen,codigo_destino,version_destino,nivel
3514,CNAE-2009,3540,CNAE-2025,4
3515,CNAE-2009,3512,CNAE-2025,4
3515,CNAE-2009,3516,CNAE-2025,4
3516,CNAE-2009,3511,CNAE-2025,4
3516,CNAE-2009,3516,CNAE-2025,4
3517,CNAE-2009,3511,CNAE-2025,4
3517,CNAE-2009,3516,CNAE-2025,4
3518,CNAE-2009,3512,CNAE-2025,4
3518,CNAE-2009,3516,CNAE-2025,4
3519,CNAE-2009,3511,CNAE-2025,4
3519,CNAE-2009,3512,CNAE-2025,4
3519,CNAE-2009,3516,CNAE-2025,4
352,CNAE-2009,352,CNAE-2025,3
352,CNAE-2009,354,CNAE-2025,3
3521,CNAE-2009,3521,CNAE-2025,4
3522,CNAE-2009,3522,CNAE-2025,4
3523,CNAE-2009,3523,CNAE-2025,4
3523,CNAE-2009,3540,CNAE-2025,4
353,CNAE-2009,353,CNAE-2025,3
3530,CNAE-2009,3530,CNAE-2025,4
E,CNAE-2009,C,CNAE-2025,1
E,CNAE-2009,E,CNAE-2025,1
36,CNAE-2009,36,CNAE-2025,2
360,CNAE-2009,360,CNAE-2025,3
3600,CNAE-2009,3600,CNAE-2025,4
37,CNAE-2009,37,CNAE-2025,2
370,CNAE-2009,370,CNAE-2025,3
3700,CNAE-2009,3700,CNAE-2025,4
38,CNAE-2009,20,CNAE-2025,2
38,CNAE-2009,38,CNAE-2025,2
381,CNAE-2009,381,CNAE-2025,3
3811,CNAE-2009,3811,CNAE-2025,4
3812,CNAE-2009,3812,CNAE-2025,4
382,CNAE-2009,382,CNAE-2025,3
382,CNAE-2009,383,CNAE-2025,3
3821,CNAE-2009,3821,CNAE-2025,4
3821,CNAE-2009,3822,CNAE-2025,4
3821,CNAE-2009,3823,CNAE-2025,4
3821,CNAE-2009,3831,CNAE-2025,4
3821,CNAE-2009,3832,CNAE-2025,4
3821,CNAE-2009,3833,CNAE-2025,4
3822,CNAE-2009,3822,CNAE-2025,4
3822,CNAE-2009,3823,CNAE-2025,4
3822,CNAE-2009,3831,CNAE-2025,4
3822,CNAE-2009,3832,CNAE-2025,4
3822,CNAE-2009,3833,CNAE-2025,4
383,CNAE-2009,201,CNAE-2025,3
383,CNAE-2009,382,CNAE-2025,3
3831,CNAE-2009,3821,CNAE-2025,4
3832,CNAE-2009,2016,CNAE-2025,4
3832,CNAE-2009,3821,CNAE-2025,4
39,CNAE-2009,39,CNAE-2025,2
390,CNAE-2009,390,CNAE-2025,3
3900,CNAE-2009,3900,CNAE-2025,4
F,CNAE-2009,F,CNAE-2025,1
F,CNAE-2009,M,CNAE-2025,1
F,CNAE-2009,O,CNAE-2025,1
F,CNAE-2009,S,CNAE-2025,1
41,CNAE-2009,41,CNAE-2025,2
41,CNAE-2009,43,CNAE-2025,2
41,CNAE-2009,68,CNAE-2025,2
41,CNAE-2009,91,CNAE-2025,2
411,CNAE-2009,681,CNAE-2025,3
4110,CNAE-2009,6812,CNAE-2025,4
412,CNAE-2009,410,CNAE-2025,3
412,CNAE-2009,439,CNAE-2025,3
412,CNAE-2009,913,CNAE-2025,3
4121,CNAE-2009,4101,CNAE-2025,4
4121,CNAE-2009,4399,CNAE-2025,4
4121,CNAE-2009,9130,CNAE-2025,4
4122,CNAE-2009,4102,CNAE-2025,4
4122,CNAE-2009,4399,CNAE-2025,4
4122,CNAE-2009,9130,CNAE-2025,4
42,CNAE-2009,42,CNAE-2025,2
42,CNAE-2009,43,CNAE-2025,2
42,CNAE-2009,68,CNAE-2025,2
421,CNAE-2009,421,CNAE-2025,3
421,CNAE-2009,435,CNAE-2025,3
4211,CNAE-2009,4211,CNAE-2025,4
4211,CNAE-2009,4350,CNAE-2025,4
4212,CNAE-2009,4212,CNAE-2025,4
4213,CNAE-2009,4213,CNAE-2025,4
422,CNAE-2009,422,CNAE-2025,3
4221,CNAE-2009,4221,CNAE-2025,4
4222,CNAE-2009,4222,CNAE-2025,4
429,CNAE-2009,429,CNAE-2025,3
429,CNAE-2009,681,CNAE-2025,3
4291,CNAE-2009,4291,CNAE-2025,4
4299,CNAE-2009,4299,CNAE-2025,4
4299,CNAE-2009,6812,CNAE-2025,4
43,CNAE-2009,42,CNAE-2025,2
43,CNAE-2009,43,CNAE-2025,2
43,CNAE-2009,81,CNAE-2025,2
431,CNAE-2009,431,CNAE-2025,3
4311,CNAE-2009,4311,CNAE-2025,4
4312,CNAE-2009,4312,CNAE-2025,4
4313,CNAE-2009,4313,CNAE-2025,4
432,CNAE-2009,432,CNAE-2025,3
4321,CNAE-2009,4321,CNAE-2025,4
4322,CNAE-2009,4322,CNAE-2025,4
4329,CNAE-2009,4323,CNAE-2025,4
4329,CNAE-2009,4324,CNAE-2025,4
433,CNAE-2009,432,CNAE-2025,3
433,CNAE-2009,433,CNAE-2025,3
433,CNAE-2009,812,CNAE-2025,3
4331,CNAE-2009,4331,CNAE-2025,4
4332,CNAE-2009,4332,CNAE-2025,4
4333,CNAE-2009,4333,CNAE-2025,4
4334,CNAE-2009,4334,CNAE-2025,4
4339,CNAE-2009,4323,CNAE-2025,4
4339,CNAE-2009,4331,CNAE-2025,4
4339,CNAE-2009,4332,CNAE-2025,4
4339,CNAE-2009,4333,CNAE-2025,4
4339,CNAE-2009,4334,CNAE-2025,4
4339,CNAE-2009,4335,CNAE-2025,4
4339,CNAE-2009,8122,CNAE-2025,4
439,CNAE-2009,429,CNAE-2025,3
439,CNAE-2009,432,CNAE-2025,3
439,CNAE-2009,433,CNAE-2025,3
439,CNAE-2009,434,CNAE-2025,3
439,CNAE-2009,435,CNAE-2025,3
439,CNAE-2009,439,CNAE-2025,3
439,CNAE-2009,812,CNAE-2025,3
4391,CNAE-2009,4341,CNAE-2025,4
4399,CNAE-2009,4299,CNAE-2025,4
4399,CNAE-2009,4322,CNAE-2025,4
4399,CNAE-2009,4323,CNAE-2025,4
4399,CNAE-2009,4335,CNAE-2025,4
4399,CNAE-2009,4341,CNAE-2025,4
4399,CNAE-2009,4342,CNAE-2025,4
4399,CNAE-2009,4350,CNAE-2025,4
4399,CNAE-2009,4391,CNAE-2025,4
4399,CNAE-2009,4399,CNAE-2025,4
4399,CNAE-2009,8122,CNAE-2025,4
G,CNAE-2009,G,CNAE-2025,1
G,CNAE-2009,J,CNAE-2025,1
G,CNAE-2009,T,CNAE-2025,1
45,CNAE-2009,46,CNAE-2025,2
45,CNAE-2009,47,CNAE-2025,2
45,CNAE-2009,95,CNAE-2025,2
451,CNAE-2009,461,CNAE-2025,3
451,CNAE-2009,467,CNAE-2025,3
451,CNAE-2009,478,CNAE-2025,3
451,CNAE-2009,479,CNAE-2025,3
4511,CNAE-2009,4618,CNAE-2025,4
4511,CNAE-2009,4671,CNAE-2025,4
4511,CNAE-2009,4781,CNAE-2025,4
4511,CNAE-2009,4792,CNAE-2025,4
4519,CNAE-2009,4618,CNAE-2025,4
4519,CNAE-2009,4671,CNAE-2025,4
4519,CNAE-2009,4781,CNAE-2025,4
4519,CNAE-2009,4792,CNAE-2025,4
452,CNAE-2009,953,CNAE-2025,3
4520,CNAE-2009,9531,CNAE-2025,4
453,CNAE-2009,461,CNAE-2025,3
453,CNAE-2009,467,CNAE-2025,3
453,CNAE-2009,468,CNAE-2025,3
453,CNAE-2009,478,CNAE-2025,3
453,CNAE-2009,479,CNAE-2025,3
4531,CNAE-2009,4618,CNAE-2025,4
4531,CNAE-2009,4672,CNAE-2025,4
4531,CNAE-2009,4689,CNAE-2025,4
4532,CNAE-2009,4782,CNAE-2025,4
4532,CNAE-2009,4792,CNAE-2025,4
454,CNAE-2009,461,CNAE-2025,3
454,CNAE-2009,467,CNAE-2025,3
454,CNAE-2009,468,CNAE-2025,3
454,CNAE-2009,478,CNAE-2025,3
454,CNAE-2009,479,CNAE-2025,3
454,CNAE-2009,953,CNAE-2025,3
4540,CNAE-2009,4618,CNAE-2025,4
4540,CNAE-2009,4673,CNAE-2025,4
4540,CNAE-2009,4689,CNAE-2025,4
4540,CNAE-2009,4783,CNAE-2025,4
4540,CNAE-2009,4792,CNAE-2025,4
4540,CNAE-2009,9532,CNAE-2025,4
46,CNAE-2009,46,CNAE-2025,2
461,CNAE-2009,461,CNAE-2025,3
4611,CNAE-2009,4611,CNAE-2025,4
4612,CNAE-2009,4612,CNAE-2025,4
4613,CNAE-2009,4613,CNAE-2025,4
4614,CNAE-2009,4614,CNAE-2025,4
4615,CNAE-2009,4615,CNAE-2025,4
4616,CNAE-2009,4616,CNAE-2025,4
4617,CNAE-2009,4617,CNAE-2025,4
4618,CNAE-2009,4618,CNAE-2025,4
4619,CNAE-2009,4619,CNAE-2025,4
462,CNAE-2009,462,CNAE-2025,3
462,CNAE-2009,468,CNAE-2025,3
4621,CNAE-2009,4621,CNAE-2025,4
4621,CNAE-2009,4689,CNAE-2025,4
4622,CNAE-2009,4622,CNAE-2025,4
4622,CNAE-2009,4689,CNAE-2025,4
4623,CNAE-2009,4623,CNAE-2025,4
4623,CNAE-2009,4689,CNAE-2025,4
4624,CNAE-2009,4624,CNAE-2025,4
4624,CNAE-2009,4689,CNAE-2025,4
463,CNAE-2009,463,CNAE-2025,3
463,CNAE-2009,468,CNAE-2025,3
4631,CNAE-2009,4631,CNAE-2025,4
4631,CNAE-2009,4689,CNAE-2025,4
4632,CNAE-2009,4632,CNAE-2025,4
4632,CNAE-2009,4689,CNAE-2025,4
4633,CNAE-2009,4633,CNAE-2025,4
4633,CNAE-2009,4689,CNAE-2025,4
4634,CNAE-2009,4634,CNAE-2025,4
4634,CNAE-2009,4689,CNAE-2025,4
4635,CNAE-2009,4635,CNAE-2025,4
4635,CNAE-2009,4689,CNAE-2025,4
4636,CNAE-2009,4636,CNAE-2025,4
4636,CNAE-2009,4689,CNAE-2025,4
4637,CNAE-2009,4637,CNAE-2025,4
4637,CNAE-2009,4689,CNAE-2025,4
4638,CNAE-2009,4632,CNAE-2025,4
4638,CNAE-2009,4638,CNAE-2025,4
4638,CNAE-2009,4689,CNAE-2025,4
4639,CNAE-2009,4639,CNAE-2025,4
4639,CNAE-2009,4689,CNAE-2025,4
464,CNAE-2009,464,CNAE-2025,3
464,CNAE-2009,466,CNAE-2025,3
464,CNAE-2009,468,CNAE-2025,3
4641,CNAE-2009,4641,CNAE-2025,4
4641,CNAE-2009,4689,CNAE-2025,4
4642,CNAE-2009,4642,CNAE-2025,4
4642,CNAE-2009,4689,CNAE-2025,4
4643,CNAE-2009,4643,CNAE-2025,4
4643,CNAE-2009,4649,CNAE-2025,4
4643,CNAE-2009,4664,CNAE-2025,4
4643,CNAE-2009,4689,CNAE-2025,4
4644,CNAE-2009,4644,CNAE-2025,4
4644,CNAE-2009,4689,CNAE-2025,4
4645,CNAE-2009,4645,CNAE-2025,4
4645,CNAE-2009,4689,CNAE-2025,4
4646,CNAE-2009,4646,CNAE-2025,4
4646,CNAE-2009,4689,CNAE-2025,4
4647,CNAE-2009,4647,CNAE-2025,4
4647,CNAE-2009,4689,CNAE-2025,4
4648,CNAE-2009,4648,CNAE-2025,4
4648,CNAE-2009,4689,CNAE-2025,4
4649,CNAE-2009,4649,CNAE-2025,4
4649,CNAE-2009,4689,CNAE-2025,4
465,CNAE-2009,465,CNAE-2025,3
465,CNAE-2009,468,CNAE-2025,3
4651,CNAE-2009,4650,CNAE-2025,4
4651,CNAE-2009,4689,CNAE-2025,4
4652,CNAE-2009,4650,CNAE-2025,4
4652,CNAE-2009,4689,CNAE-2025,4
466,CNAE-2009,464,CNAE-2025,3
466,CNAE-2009,465,CNAE-2025,3
466,CNAE-2009,466,CNAE-2025,3
466,CNAE-2009,468,CNAE-2025,3
4661,CNAE-2009,4661,CNAE-2025,4
4661,CNAE-2009,4689,CNAE-2025,4
4662,CNAE-2009,4662,CNAE-2025,4
4662,CNAE-2009,4689,CNAE-2025,4
4663,CNAE-2009,4663,CNAE-2025,4
4663,CNAE-2009,4689,CNAE-2025,4
4664,CNAE-2009,4664,CNAE-2025,4
4664,CNAE-2009,4689,CNAE-2025,4
4665,CNAE-2009,4647,CNAE-2025,4
4665,CNAE-2009,4689,CNAE-2025,4
4666,CNAE-2009,4650,CNAE-2025,4
4666,CNAE-2009,4689,CNAE-2025,4
4669,CNAE-2009,4664,CNAE-2025,4
4669,CNAE-2009,4689,CNAE-2025,4
467,CNAE-2009,468,CNAE-2025,3
4671,CNAE-2009,4681,CNAE-2025,4
4671,CNAE-2009,4689,CNAE-2025,4
4672,CNAE-2009,4682,CNAE-2025,4
4672,CNAE-2009,4689,CNAE-2025,4
4673,CNAE-2009,4683,CNAE-2025,4
4673,CNAE-2009,4689,CNAE-2025,4
4674,CNAE-2009,4684,CNAE-2025,4
4674,CNAE-2009,4689,CNAE-2025,4
4675,CNAE-2009,4685,CNAE-2025,4
4675,CNAE-2009,4689,CNAE-2025,4
4676,CNAE-2009,4686,CNAE-2025,4
4676,CNAE-2009,4689,CNAE-2025,4
4677,CNAE-2009,4687,CNAE-2025,4
4677,CNAE-2009,4689,CNAE-2025,4
469,CNAE-2009,468,CNAE-2025,3
469,CNAE-2009,469,CNAE-2025,3
4690,CNAE-2009,4689,CNAE-2025,4
4690,CNAE-2009,4690,CNAE-2025,4
47,CNAE-2009,47,CNAE-2025,2
47,CNAE-2009,60,CNAE-2025,2
471,CNAE-2009,471,CNAE-2025,3
471,CNAE-2009,479,CNAE-2025,3
4711,CNAE-2009,4711,CNAE-2025,4
4711,CNAE-2009,4791,CNAE-2025,4
4719,CNAE-2009,4712,CNAE-2025,4
4719,CNAE-2009,4791,CNAE-2025,4
472,CNAE-2009,472,CNAE-2025,3
472,CNAE-2009,479,CNAE-2025,3
4721,CNAE-2009,4721,CNAE-2025,4
4721,CNAE-2009,4792,CNAE-2025,4
4722,CNAE-2009,4722,CNAE-2025,4
4722,CNAE-2009,4792,CNAE-2025,4
4723,CNAE-2009,4723,CNAE-2025,4
4723,CNAE-2009,4792,CNAE-2025,4
4724,CNAE-2009,4724,CNAE-2025,4
4724,CNAE-2009,4792,CNAE-2025,4
4725,CNAE-2009,4725,CNAE-2025,4
4725,CNAE-2009,4792,CNAE-2025,4
4726,CNAE-2009,4726,CNAE-2025,4
4726,CNAE-2009,4792,CNAE-2025,4
4729,CNAE-2009,4727,CNAE-2025,4
4729,CNAE-2009,4792,CNAE-2025,4
473,CNAE-2009,473,CNAE-2025,3
473,CNAE-2009,479,CNAE-2025,3
4730,CNAE-2009,4730,CNAE-2025,4
4730,CNAE-2009,4792,CNAE-2025,4
474,CNAE-2009,474,CNAE-2025,3
474,CNAE-2009,479,CNAE-2025,3
4741,CNAE-2009,4740,CNAE-2025,4
4741,CNAE-2009,4792,CNAE-2025,4
4742,CNAE-2009,4740,CNAE-2025,4
4742,CNAE-2009,4792,CNAE-2025,4
4743,CNAE-2009,4740,CNAE-2025,4
4743,CNAE-2009,4792,CNAE-2025,4
475,CNAE-2009,475,CNAE-2025,3
475,CNAE-2009,476,CNAE-2025,3
475,CNAE-2009,479,CNAE-2025,3
4751,CNAE-2009,4751,CNAE-2025,4
4751,CNAE-2009,4792,CNAE-2025,4
4752,CNAE-2009,4752,CNAE-2025,4
4752,CNAE-2009,4792,CNAE-2025,4
4753,CNAE-2009,4753,CNAE-2025,4
4753,CNAE-2009,4792,CNAE-2025,4
4754,CNAE-2009,4754,CNAE-2025,4
4754,CNAE-2009,4792,CNAE-2025,4
4759,CNAE-2009,4752,CNAE-2025,4
4759,CNAE-2009,4755,CNAE-2025,4
4759,CNAE-2009,4769,CNAE-2025,4
4759,CNAE-2009,4792,CNAE-2025,4
476,CNAE-2009,476,CNAE-2025,3
476,CNAE-2009,479,CNAE-2025,3
4761,CNAE-2009,4761,CNAE-2025,4
4761,CNAE-2009,4792,CNAE-2025,4
4762,CNAE-2009,4762,CNAE-2025,4
4762,CNAE-2009,4792,CNAE-2025,4
4763,CNAE-2009,4769,CNAE-2025,4
4763,CNAE-2009,4792,CNAE-2025,4
4764,CNAE-2009,4763,CNAE-2025,4
4764,CNAE-2009,4792,CNAE-2025,4
4765,CNAE-2009,4764,CNAE-2025,4
4765,CNAE-2009,4792,CNAE-2025,4
477,CNAE-2009,475,CNAE-2025,3
477,CNAE-2009,476,CNAE-2025,3
477,CNAE-2009,477,CNAE-2025,3
477,CNAE-2009,479,CNAE-2025,3
4771,CNAE-2009,4771,CNAE-2025,4
4771,CNAE-2009,4792,CNAE-2025,4
4772,CNAE-2009,4772,CNAE-2025,4
4772,CNAE-2009,4792,CNAE-2025,4
4773,CNAE-2009,4773,CNAE-2025,4
4773,CNAE-2009,4792,CNAE-2025,4
4774,CNAE-2009,4774,CNAE-2025,4
4774,CNAE-2009,4792,CNAE-2025,4
4775,CNAE-2009,4775,CNAE-2025,4
4775,CNAE-2009,4792,CNAE-2025,4
4776,CNAE-2009,4776,CNAE-2025,4
4776,CNAE-2009,4792,CNAE-2025,4
4777,CNAE-2009,4777,CNAE-2025,4
4777,CNAE-2009,4792,CNAE-2025,4
4778,CNAE-2009,4755,CNAE-2025,4
4778,CNAE-2009,4763,CNAE-2025,4
4778,CNAE-2009,4769,CNAE-2025,4
4778,CNAE-2009,4774,CNAE-2025,4
4778,CNAE-2009,4778,CNAE-2025,4
4778,CNAE-2009,4792,CNAE-2025,4
4779,CNAE-2009,4779,CNAE-2025,4
4779,CNAE-2009,4791,CNAE-2025,4
4779,CNAE-2009,4792,CNAE-2025,4
478,CNAE-2009,471,CNAE-2025,3
478,CNAE-2009,472,CNAE-2025,3
478,CNAE-2009,474,CNAE-2025,3
478,CNAE-2009,475,CNAE-2025,3
478,CNAE-2009,476,CNAE-2025,3
478,CNAE-2009,477,CNAE-2025,3
4781,CNAE-2009,4711,CNAE-2025,4
4781,CNAE-2009,4721,CNAE-2025,4
4781,CNAE-2009,4722,CNAE-2025,4
4781,CNAE-2009,4723,CNAE-2025,4
4781,CNAE-2009,4724,CNAE-2025,4
4781,CNAE-2009,4725,CNAE-2025,4
4781,CNAE-2009,4726,CNAE-2025,4
4781,CNAE-2009,4727,CNAE-2025,4
4782,CNAE-2009,4712,CNAE-2025,4
4782,CNAE-2009,4751,CNAE-2025,4
4782,CNAE-2009,4771,CNAE-2025,4
4782,CNAE-2009,4772,CNAE-2025,4
4782,CNAE-2009,4779,CNAE-2025,4
4789,CNAE-2009,4712,CNAE-2025,4
4789,CNAE-2009,4740,CNAE-2025,4
4789,CNAE-2009,4752,CNAE-2025,4
4789,CNAE-2009,4753,CNAE-2025,4
4789,CNAE-2009,4754,CNAE-2025,4
4789,CNAE-2009,4755,CNAE-2025,4
4789,CNAE-2009,4761,CNAE-2025,4
4789,CNAE-2009,4762,CNAE-2025,4
4789,CNAE-2009,4763,CNAE-2025,4
4789,CNAE-2009,4764,CNAE-2025,4
4789,CNAE-2009,4769,CNAE-2025,4
4789,CNAE-2009,4774,CNAE-2025,4
4789,CNAE-2009,4775,CNAE-2025,4
4789,CNAE-2009,4776,CNAE-2025,4
4789,CNAE-2009,4777,CNAE-2025,4
4789,CNAE-2009,4778,CNAE-2025,4
4789,CNAE-2009,4779,CNAE-2025,4
479,CNAE-2009,471,CNAE-2025,3
479,CNAE-2009,472,CNAE-2025,3
479,CNAE-2009,474,CNAE-2025,3
479,CNAE-2009,475,CNAE-2025,3
479,CNAE-2009,476,CNAE-2025,3
479,CNAE-2009,477,CNAE-2025,3
479,CNAE-2009,479,CNAE-2025,3
479,CNAE-2009,603,CNAE-2025,3
4791,CNAE-2009,4711,CNAE-2025,4
4791,CNAE-2009,4712,CNAE-2025,4
4791,CNAE-2009,4721,CNAE-2025,4
4791,CNAE-2009,4722,CNAE-2025,4
4791,CNAE-2009,4723,CNAE-2025,4
4791,CNAE-2009,4724,CNAE-2025,4
4791,CNAE-2009,4725,CNAE-2025,4
4791,CNAE-2009,4726,CNAE-2025,4
4791,CNAE-2009,4727,CNAE-2025,4
4791,CNAE-2009,4740,CNAE-2025,4
4791,CNAE-2009,4751,CNAE-2025,4
4791,CNAE-2009,4752,CNAE-2025,4
4791,CNAE-2009,4753,CNAE-2025,4
4791,CNAE-2009,4754,CNAE-2025,4
4791,CNAE-2009,4755,CNAE-2025,4
4791,CNAE-2009,4761,CNAE-2025,4
4791,CNAE-2009,4762,CNAE-2025,4
4791,CNAE-2009,4763,CNAE-2025,4
4791,CNAE-2009,4764,CNAE-2025,4
4791,CNAE-2009,4769,CNAE-2025,4
4791,CNAE-2009,4771,CNAE-2025,4
4791,CNAE-2009,4772,CNAE-2025,4
4791,CNAE-2009,4773,CNAE-2025,4
4791,CNAE-2009,4774,CNAE-2025,4
4791,CNAE-2009,4775,CNAE-2025,4
4791,CNAE-2009,4776,CNAE-2025,4
4791,CNAE-2009,4777,CNAE-2025,4
4791,CNAE-2009,4778,CNAE-2025,4
4791,CNAE-2009,4779,CNAE-2025,4
4791,CNAE-2009,4791,CNAE-2025,4
4791,CNAE-2009,4792,CNAE-2025,4
4791,CNAE-2009,6039,CNAE-2025,4
4799,CNAE-2009,4711,CNAE-2025,4
4799,CNAE-2009,4712,CNAE-2025,4
4799,CNAE-2009,4721,CNAE-2025,4
4799,CNAE-2009,4722,CNAE-2025,4
4799,CNAE-2009,4723,CNAE-2025,4
4799,CNAE-2009,4724,CNAE-2025,4
4799,CNAE-2009,4725,CNAE-2025,4
4799,CNAE-2009,4726,CNAE-2025,4
4799,CNAE-2009,4727,CNAE-2025,4
4799,CNAE-2009,4740,CNAE-2025,4
4799,CNAE-2009,4751,CNAE-2025,4
4799,CNAE-2009,4752,CNAE-2025,4
4799,CNAE-2009,4753,CNAE-2025,4
4799,CNAE-2009,4754,CNAE-2025,4
4799,CNAE-2009,4755,CNAE-2025,4
4799,CNAE-2009,4761,CNAE-2025,4
4799,CNAE-2009,4762,CNAE-2025,4
4799,CNAE-2009,4763,CNAE-2025,4
4799,CNAE-2009,4764,CNAE-2025,4
4799,CNAE-2009,4769,CNAE-2025,4
4799,CNAE-2009,4771,CNAE-2025,4
4799,CNAE-2009,4772,CNAE-2025,4
4799,CNAE-2009,4774,CNAE-2025,4
4799,CNAE-2009,4775,CNAE-2025,4
4799,CNAE-2009,4776,CNAE-2025,4
4799,CNAE-2009,4777,CNAE-2025,4
4799,CNAE-2009,4778,CNAE-2025,4
4799,CNAE-2009,4779,CNAE-2025,4
4799,CNAE-2009,4791,CNAE-2025,4
4799,CNAE-2009,4792,CNAE-2025,4
H,CNAE-2009,D,CNAE-2025,1
H,CNAE-2009,H,CNAE-2025,1
H,CNAE-2009,K,CNAE-2025,1
49,CNAE-2009,49,CNAE-2025,2
49,CNAE-2009,52,CNAE-2025,2
491,CNAE-2009,491,CNAE-2025,3
4910,CNAE-2009,4911,CNAE-2025,4
4910,CNAE-2009,4912,CNAE-2025,4
492,CNAE-2009,492,CNAE-2025,3
4920,CNAE-2009,4920,CNAE-2025,4
493,CNAE-2009,491,CNAE-2025,3
493,CNAE-2009,493,CNAE-2025,3
493,CNAE-2009,523,CNAE-2025,3
4931,CNAE-2009,4912,CNAE-2025,4
4931,CNAE-2009,4931,CNAE-2025,4
4931,CNAE-2009,4934,CNAE-2025,4
4932,CNAE-2009,4933,CNAE-2025,4
4932,CNAE-2009,5232,CNAE-2025,4
4939,CNAE-2009,4931,CNAE-2025,4
4939,CNAE-2009,4932,CNAE-2025,4
4939,CNAE-2009,4934,CNAE-2025,4
4939,CNAE-2009,4939,CNAE-2025,4
494,CNAE-2009,494,CNAE-2025,3
494,CNAE-2009,522,CNAE-2025,3
4941,CNAE-2009,4941,CNAE-2025,4
4941,CNAE-2009,5224,CNAE-2025,4
4942,CNAE-2009,4942,CNAE-2025,4
495,CNAE-2009,495,CNAE-2025,3
4950,CNAE-2009,4950,CNAE-2025,4
50,CNAE-2009,50,CNAE-2025,2
501,CNAE-2009,501,CNAE-2025,3
5010,CNAE-2009,5010,CNAE-2025,4
502,CNAE-2009,502,CNAE-2025,3
5020,CNAE-2009,5020,CNAE-2025,4
503,CNAE-2009,503,CNAE-2025,3
5030,CNAE-2009,5030,CNAE-2025,4
504,CNAE-2009,504,CNAE-2025,3
5040,CNAE-2009,5040,CNAE-2025,4
51,CNAE-2009,51,CNAE-2025,2
511,CNAE-2009,511,CNAE-2025,3
5110,CNAE-2009,5110,CNAE-2025,4
512,CNAE-2009,512,CNAE-2025,3
5121,CNAE-2009,5121,CNAE-2025,4
5122,CNAE-2009,5122,CNAE-2025,4
52,CNAE-2009,35,CNAE-2025,2
52,CNAE-2009,52,CNAE-2025,2
52,CNAE-2009,63,CNAE-2025,2
521,CNAE-2009,352,CNAE-2025,3
521,CNAE-2009,521,CNAE-2025,3
521,CNAE-2009,631,CNAE-2025,3
5210,CNAE-2009,3524,CNAE-2025,4
5210,CNAE-2009,5210,CNAE-2025,4
5210,CNAE-2009,6310,CNAE-2025,4
522,CNAE-2009,522,CNAE-2025,3
522,CNAE-2009,523,CNAE-2025,3
5221,CNAE-2009,5221,CNAE-2025,4
5222,CNAE-2009,5222,CNAE-2025,4
5223,CNAE-2009,5223,CNAE-2025,4
5224,CNAE-2009,5224,CNAE-2025,4
5229,CNAE-2009,5225,CNAE-2025,4
5229,CNAE-2009,5226,CNAE-2025,4
5229,CNAE-2009,5231,CNAE-2025,4
5229,CNAE-2009,5232,CNAE-2025,4
53,CNAE-2009,53,CNAE-2025,2
531,CNAE-2009,531,CNAE-2025,3
5310,CNAE-2009,5310,CNAE-2025,4
532,CNAE-2009,532,CNAE-2025,3
5320,CNAE-2009,5320,CNAE-2025,4
I,CNAE-2009,I,CNAE-2025,1
55,CNAE-2009,55,CNAE-2025,2
551,CNAE-2009,551,CNAE-2025,3
5510,CNAE-2009,5510,CNAE-2025,4
552,CNAE-2009,552,CNAE-2025,3
5520,CNAE-2009,5520,CNAE-2025,4
553,CNAE-2009,553,CNAE-2025,3
5530,CNAE-2009,5530,CNAE-2025,4
559,CNAE-2009,559,CNAE-2025,3
5590,CNAE-2009,5590,CNAE-2025,4
56,CNAE-2009,56,CNAE-2025,2
561,CNAE-2009,561,CNAE-2025,3
5610,CNAE-2009,5611,CNAE-2025,4
5610,CNAE-2009,5612,CNAE-2025,4
562,CNAE-2009,562,CNAE-2025,3
5621,CNAE-2009,5621,CNAE-2025,4
5629,CNAE-2009,5622,CNAE-2025,4
563,CNAE-2009,563,CNAE-2025,3
5630,CNAE-2009,5630,CNAE-2025,4
J,CNAE-2009,J,CNAE-2025,1
J,CNAE-2009,K,CNAE-2025,1
58,CNAE-2009,58,CNAE-2025,2
581,CNAE-2009,581,CNAE-2025,3
5811,CNAE-2009,5811,CNAE-2025,4
5812,CNAE-2009,5819,CNAE-2025,4
5813,CNAE-2009,5812,CNAE-2025,4
5814,CNAE-2009,5813,CNAE-2025,4
5819,CNAE-2009,5819,CNAE-2025,4
582,CNAE-2009,582,CNAE-2025,3
5821,CNAE-2009,5821,CNAE-2025,4
5829,CNAE-2009,5829,CNAE-2025,4
59,CNAE-2009,59,CNAE-2025,2
591,CNAE-2009,591,CNAE-2025,3
5912,CNAE-2009,5912,CNAE-2025,4
5914,CNAE-2009,5914,CNAE-2025,4
5915,CNAE-2009,5915,CNAE-2025,4
5916,CNAE-2009,5916,CNAE-2025,4
5917,CNAE-2009,5917,CNAE-2025,4
5918,CNAE-2009,5918,CNAE-2025,4
592,CNAE-2009,592,CNAE-2025,3
5920,CNAE-2009,5920,CNAE-2025,4
60,CNAE-2009,60,CNAE-2025,2
601,CNAE-2009,601,CNAE-2025,3
6010,CNAE-2009,6010,CNAE-2025,4
602,CNAE-2009,602,CNAE-2025,3
6020,CNAE-2009,6020,CNAE-2025,4
61,CNAE-2009,61,CNAE-2025,2
611,CNAE-2009,611,CNAE-2025,3
6110,CNAE-2009,6110,CNAE-2025,4
