codigo,version,descripcion,nivel,codigo_padre
5040,CNAE-2009,Transporte de mercancías por vías navegables interiores,4,504
5110,CNAE-2009,Transporte aéreo de pasajeros,4,511
5121,CNAE-2009,Transporte aéreo de mercancías,4,512
5122,CNAE-2009,Transporte espacial,4,512
5210,CNAE-2009,Depósito y almacenamiento,4,521
5221,CNAE-2009,Actividades anexas al transporte terrestre,4,522
5222,CNAE-2009,Actividades anexas al transporte marítimo y por vías navegables interiores,4,522
5223,CNAE-2009,Actividades anexas al transporte aéreo,4,522
5224,CNAE-2009,Manipulación de mercancías,4,522
5229,CNAE-2009,Otras actividades anexas al transporte,4,522
5310,CNAE-2009,Actividades postales sometidas a la obligación del servicio universal,4,531
5320,CNAE-2009,Otras actividades postales y de correos,4,532
5510,CNAE-2009,Hoteles y alojamientos similares,4,551
5520,CNAE-2009,Alojamientos turísticos y otros alojamientos de corta estancia,4,552
5530,CNAE-2009,Campings y aparcamientos para caravanas,4,553
5590,CNAE-2009,Otros alojamientos,4,559
5610,CNAE-2009,Restaurantes y puestos de comidas,4,561
5621,CNAE-2009,Provisión de comidas preparadas para eventos,4,562
5629,CNAE-2009,Otros servicios de comidas,4,562
5630,CNAE-2009,Establecimientos de bebidas,4,563
5811,CNAE-2009,Edición de libros,4,581
5812,CNAE-2009,Edición de directorios y guías de direcciones postales,4,581
5813,CNAE-2009,Edición de periódicos,4,581
5814,CNAE-2009,Edición de revistas,4,581
5819,CNAE-2009,Otras actividades editoriales,4,581
5821,CNAE-2009,Edición de videojuegos,4,582
5829,CNAE-2009,Edición de otros programas informáticos,4,582
5912,CNAE-2009,"Actividades de postproducción cinematográfica, de vídeo y de programas de televisión",4,591
5914,CNAE-2009,Actividades de exhibición cinematográfica,4,591
5915,CNAE-2009,Actividades de producción cinematográfica y de vídeo,4,591
5916,CNAE-2009,Actividades de producciones de programas de televisión,4,591
5917,CNAE-2009,Actividades de distribución cinematográfica y de vídeo,4,591
5918,CNAE-2009,Actividades de distribución de programas de televisión,4,591
5920,CNAE-2009,Actividades de grabación de sonido y edición musical,4,592
6010,CNAE-2009,Actividades de radiodifusión,4,601
6020,CNAE-2009,Actividades de programación y emisión de televisión,4,602
6110,CNAE-2009,Telecomunicaciones por cable,4,611
6120,CNAE-2009,Telecomunicaciones inalámbricas,4,612
6130,CNAE-2009,Telecomunicaciones por satélite,4,613
6190,CNAE-2009,Otras actividades de telecomunicaciones,4,619
6201,CNAE-2009,Actividades de programación informática,4,620
6202,CNAE-2009,Actividades de consultoría informática,4,620
6203,CNAE-2009,Gestión de recursos informáticos,4,620
6209,CNAE-2009,Otros servicios relacionados con las tecnologías de la información y la informática,4,620
6311,CNAE-2009,"Proceso de datos, hosting y actividades relacionadas",4,631
6312,CNAE-2009,Portales web,4,631
6391,CNAE-2009,Actividades de las agencias de noticias,4,639
6399,CNAE-2009,Otros servicios de información n.c.o.p.,4,639
6411,CNAE-2009,Banco central,4,641
6419,CNAE-2009,Otra intermediación monetaria,4,641
6420,CNAE-2009,Actividades de las sociedades holding,4,642
6430,CNAE-2009,"Inversión colectiva, fondos y entidades financieras similares",4,643
6491,CNAE-2009,Arrendamiento financiero,4,649
6492,CNAE-2009,Otras actividades crediticias,4,649
6499,CNAE-2009,"Otros servicios financieros, excepto seguros y fondos de pensiones n.c.o.p.",4,649
6511,CNAE-2009,Seguros de vida,4,651
6512,CNAE-2009,Seguros distintos de los seguros de vida,4,651
6520,CNAE-2009,Reaseguros,4,652
6530,CNAE-2009,Fondos de pensiones,4,653
6611,CNAE-2009,Administración de mercados financieros,4,661
6612,CNAE-2009,Actividades de intermediación en operaciones con valores y otros activos,4,661
6619,CNAE-2009,"Otras actividades auxiliares a los servicios financieros, excepto seguros y fondos de pensiones",4,661
6621,CNAE-2009,Evaluación de riesgos y daños,4,662
6622,CNAE-2009,Actividades de agentes y corredores de seguros,4,662
6629,CNAE-2009,Otras actividades auxiliares a seguros y fondos de pensiones,4,662
6630,CNAE-2009,Actividades de gestión de fondos,4,663
6810,CNAE-2009,Compraventa de bienes inmobiliarios por cuenta propia,4,681
6820,CNAE-2009,Alquiler de bienes inmobiliarios por cuenta propia,4,682
6831,CNAE-2009,Agentes de la propiedad inmobiliaria,4,683
6832,CNAE-2009,Gestión y administración de la propiedad inmobiliaria,4,683
6910,CNAE-2009,Actividades jurídicas,4,691
6920,CNAE-2009,"Actividades de contabilidad, teneduría de libros, auditoría y asesoría fiscal",4,692
7010,CNAE-2009,Actividades de las sedes centrales,4,701
7021,CNAE-2009,Relaciones públicas y comunicación,4,702
7022,CNAE-2009,Otras actividades de consultoría de gestión empresarial,4,702
7111,CNAE-2009,Servicios técnicos de arquitectura,4,711
7112,CNAE-2009,Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico,4,711
7120,CNAE-2009,Ensayos y análisis técnicos,4,712
7211,CNAE-2009,Investigación y desarrollo experimental en biotecnología,4,721
7219,CNAE-2009,Otra investigación y desarrollo experimental en ciencias naturales y técnicas,4,721
7220,CNAE-2009,Investigación y desarrollo experimental en ciencias sociales y humanidades,4,722
7311,CNAE-2009,Agencias de publicidad,4,731
7312,CNAE-2009,Servicios de representación de medios de comunicación,4,731
7320,CNAE-2009,Estudio de mercado y realización de encuestas de opinión pública,4,732
7410,CNAE-2009,Actividades de diseño especializado,4,741
7420,CNAE-2009,Actividades de fotografía,4,742
7430,CNAE-2009,Actividades de traducción e interpretación,4,743
7490,CNAE-2009,"Otras actividades profesionales, científicas y técnicas n.c.o.p.",4,749
7500,CNAE-2009,Actividades veterinarias,4,750
7711,CNAE-2009,Alquiler de automóviles y vehículos de motor ligeros,4,771
7712,CNAE-2009,Alquiler de camiones,4,771
7721,CNAE-2009,Alquiler de artículos de ocio y deportivos,4,772
7722,CNAE-2009,Alquiler de cintas de vídeo y discos,4,772
7729,CNAE-2009,Alquiler de otros efectos personales y artículos de uso doméstico,4,772
7731,CNAE-2009,Alquiler de maquinaria y equipo de uso agrícola,4,773
7732,CNAE-2009,Alquiler de maquinaria y equipo para la construcción e ingeniería civil,4,773
7733,CNAE-2009,"Alquiler de maquinaria y equipo de oficina, incluidos ordenadores",4,773
7734,CNAE-2009,Alquiler de medios de navegación,4,773
7735,CNAE-2009,Alquiler de medios de transporte aéreo,4,773
7739,CNAE-2009,"Alquiler de otra maquinaria, equipos y bienes tangibles n.c.o.p.",4,773
7740,CNAE-2009,"Arrendamiento de la propiedad intelectual y productos similares, excepto trabajos protegidos por los derechos de autor",4,774
7810,CNAE-2009,Actividades de las agencias de colocación,4,781
7820,CNAE-2009,Actividades de las empresas de trabajo temporal,4,782
7830,CNAE-2009,Otra provisión de recursos humanos,4,783
7911,CNAE-2009,Actividades de las agencias de viajes,4,791
7912,CNAE-2009,Actividades de los operadores turísticos,4,791
7990,CNAE-2009,Otros servicios de reservas y actividades relacionadas con los mismos,4,799
8010,CNAE-2009,Actividades de seguridad privada,4,801
8020,CNAE-2009,Servicios de sistemas de seguridad,4,802
8030,CNAE-2009,Actividades de investigación,4,803
8110,CNAE-2009,Servicios integrales a edificios e instalaciones,4,811
8121,CNAE-2009,Limpieza general de edificios,4,812
8122,CNAE-2009,Otras actividades de limpieza industrial y de edificios,4,812
8129,CNAE-2009,Otras actividades de limpieza,4,812
8130,CNAE-2009,Actividades de jardinería,4,813
8211,CNAE-2009,Servicios administrativos combinados,4,821
8219,CNAE-2009,"Actividades de fotocopiado, preparación de documentos y otras actividades especializadas de oficina",4,821
8220,CNAE-2009,Actividades de los centros de llamadas,4,822
8230,CNAE-2009,Organización de convenciones y ferias de muestras,4,823
8291,CNAE-2009,Actividades de las agencias de cobros y de información comercial,4,829
8292,CNAE-2009,Actividades de envasado y empaquetado,4,829
8299,CNAE-2009,Otras actividades de apoyo a las empresas n.c.o.p.,4,829
8411,CNAE-2009,Actividades generales de la Administración Pública,4,841
8412,CNAE-2009,"Regulación de las actividades sanitarias, educativas y culturales y otros servicios sociales, excepto Seguridad Social",4,841
8413,CNAE-2009,Regulación de la actividad económica y contribución a su mayor eficiencia,4,841
8421,CNAE-2009,Asuntos exteriores,4,842
8422,CNAE-2009,Defensa,4,842
8423,CNAE-2009,Justicia,4,842
8424,CNAE-2009,Orden público y seguridad,4,842
8425,CNAE-2009,Protección civil,4,842
8430,CNAE-2009,Seguridad Social obligatoria,4,843
8510,CNAE-2009,Educación preprimaria,4,851
8520,CNAE-2009,Educación primaria,4,852
8531,CNAE-2009,Educación secundaria general,4,853
8532,CNAE-2009,Educación secundaria técnica y profesional,4,853
8541,CNAE-2009,Educación postsecundaria no terciaria,4,854
8543,CNAE-2009,Educación universitaria,4,854
8544,CNAE-2009,Educación terciaria no universitaria,4,854
8551,CNAE-2009,Educación deportiva y recreativa,4,855
8552,CNAE-2009,Educación cultural,4,855
8553,CNAE-2009,Actividades de las escuelas de conducción y pilotaje,4,855
8559,CNAE-2009,Otra educación n.c.o.p.,4,855
8560,CNAE-2009,Actividades auxiliares a la educación,4,856
8610,CNAE-2009,Actividades hospitalarias,4,861
8621,CNAE-2009,Actividades de medicina general,4,862
8622,CNAE-2009,Actividades de medicina especializada,4,862
8623,CNAE-2009,Actividades odontológicas,4,862
8690,CNAE-2009,Otras actividades sanitarias,4,869
8710,CNAE-2009,Asistencia en establecimientos residenciales con cuidados sanitarios,4,871
8720,CNAE-2009,"Asistencia en establecimientos residenciales para personas con discapacidad intelectual, enfermedad mental y drogodependencia",4,872
8731,CNAE-2009,Asistencia en establecimientos residenciales para personas mayores,4,873
8732,CNAE-2009,Asistencia en establecimientos residenciales para personas con discapacidad física,4,873
8790,CNAE-2009,Otras actividades de asistencia en establecimientos residenciales,4,879
8811,CNAE-2009,Actividades de servicios sociales sin alojamiento para personas mayores,4,881
8812,CNAE-2009,Actividades de servicios sociales sin alojamiento para personas con discapacidad,4,881
8891,CNAE-2009,Actividades de cuidado diurno de niños,4,889
8899,CNAE-2009,Otros actividades de servicios sociales sin alojamiento n.c.o.p.,4,889
9001,CNAE-2009,Artes escénicas,4,900
9002,CNAE-2009,Actividades auxiliares a las artes escénicas,4,900
9003,CNAE-2009,Creación artística y literaria,4,900
9004,CNAE-2009,Gestión de salas de espectáculos,4,900
9102,CNAE-2009,Actividades de museos,4,910
9103,CNAE-2009,Gestión de lugares y edificios históricos,4,910
9104,CNAE-2009,"Actividades de los jardines botánicos, parques zoológicos y reservas naturales",4,910
9105,CNAE-2009,Actividades de bibliotecas,4,910
9106,CNAE-2009,Actividades de archivos,4,910
9200,CNAE-2009,Actividades de juegos de azar y apuestas,4,920
9311,CNAE-2009,Gestión de instalaciones deportivas,4,931
9312,CNAE-2009,Actividades de los clubes deportivos,4,931
9313,CNAE-2009,Actividades de los gimnasios,4,931
9319,CNAE-2009,Otras actividades deportivas,4,931
9321,CNAE-2009,Actividades de los parques de atracciones y los parques temáticos,4,932
9329,CNAE-2009,Otras actividades recreativas y de entretenimiento,4,932
9411,CNAE-2009,Actividades de organizaciones empresariales y patronales,4,941
9412,CNAE-2009,Actividades de organizaciones profesionales,4,941
9420,CNAE-2009,Actividades sindicales,4,942
9491,CNAE-2009,Actividades de organizaciones religiosas,4,949
9492,CNAE-2009,Actividades de organizaciones políticas,4,949
9499,CNAE-2009,Otras actividades asociativas n.c.o.p.,4,949
9511,CNAE-2009,Reparación de ordenadores y equipos periféricos,4,951
9512,CNAE-2009,Reparación de equipos de comunicación,4,951
9521,CNAE-2009,Reparación de aparatos electrónicos de audio y vídeo de uso doméstico,4,952
9522,CNAE-2009,Reparación de aparatos electrodomésticos y de equipos para el hogar y el jardín,4,952
9523,CNAE-2009,Reparación de calzado y artículos de cuero,4,952
9524,CNAE-2009,Reparación de muebles y artículos de menaje,4,952
9525,CNAE-2009,Reparación de relojes y joyería,4,952
9529,CNAE-2009,Reparación de otros efectos personales y artículos de uso doméstico,4,952
9601,CNAE-2009,Lavado y limpieza de prendas textiles y de piel,4,960
9602,CNAE-2009,Peluquería y otros tratamientos de belleza,4,960
9603,CNAE-2009,Pompas fúnebres y actividades relacionadas,4,960
9604,CNAE-2009,Actividades de mantenimiento físico,4,960
9609,CNAE-2009,Otras servicios personales n.c.o.p.,4,960
9700,CNAE-2009,Actividades de los hogares como empleadores de personal doméstico,4,970
9810,CNAE-2009,Actividades de los hogares como productores de bienes para uso propio,4,981
9820,CNAE-2009,Actividades de los hogares como productores de servicios para uso propio,4,982
9900,CNAE-2009,Actividades de organizaciones y organismos extraterritoriales,4,990
A,CNAE-2025,"AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA",1,
B,CNAE-2025,INDUSTRIAS EXTRACTIVAS,1,
C,CNAE-2025,INDUSTRIA MANUFACTURERA,1,
D,CNAE-2025,"SUMINISTRO DE ENERGÍA ELÉCTRICA, GAS, VAPOR Y AIRE ACONDICIONADO",1,
E,CNAE-2025,"SUMINISTRO DE AGUA, ACTIVIDADES DE SANEAMIENTO, GESTIÓN DE RESIDUOS Y DESCONTAMINACIÓN",1,
F,CNAE-2025,CONSTRUCCIÓN,1,
G,CNAE-2025,COMERCIO AL POR MAYOR Y AL POR MENOR,1,
H,CNAE-2025,TRANSPORTE Y ALMACENAMIENTO,1,
I,CNAE-2025,HOSTELERÍA,1,
J,CNAE-2025,"ACTIVIDADES DE EDICIÓN, RADIODIFUSIÓN Y PRODUCCIÓN Y DISTRIBUCIÓN DE CONTENIDOS",1,
K,CNAE-2025,"TELECOMUNICACIONES, PROGRAMACIÓN INFORMÁTICA, CONSULTORÍA, INFRAESTRUCTURA INFORMÁTICA Y OTROS SERVICIOS DE INFORMACIÓN",1,
L,CNAE-2025,ACTIVIDADES FINANCIERAS Y DE SEGUROS,1,
M,CNAE-2025,ACTIVIDADES INMOBILIARIAS,1,
N,CNAE-2025,"ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS",1,
O,CNAE-2025,ACTIVIDADES ADMINISTRATIVAS Y SERVICIOS AUXILIARES,1,
P,CNAE-2025,ADMINISTRACIÓN PÚBLICA Y DEFENSA; SEGURIDAD SOCIAL OBLIGATORIA,1,
Q,CNAE-2025,EDUCACIÓN,1,
R,CNAE-2025,ACTIVIDADES SANITARIAS Y DE SERVICIOS SOCIALES,1,
S,CNAE-2025,"ACTIVIDADES ARTÍSTICAS, DEPORTIVAS Y DE ENTRETENIMIENTO",1,
T,CNAE-2025,OTROS SERVICIOS,1,
U,CNAE-2025,ACTIVIDADES DE LOS HOGARES COMO EMPLEADORES DE PERSONAL DOMÉSTICO Y COMO PRODUCTORES DE BIENES Y SERVICIOS PARA USO PROPIO,1,
V,CNAE-2025,ORGANISMOS EXTRATERRITORIALES,1,
01,CNAE-2025,"Agricultura, ganadería, caza y servicios relacionados con las mismas",2,A
02,CNAE-2025,Silvicultura y explotación forestal,2,A
03,CNAE-2025,Pesca y acuicultura,2,A
05,CNAE-2025,"Extracción de antracita, hulla, y lignito",2,B
06,CNAE-2025,Extracción de crudo de petróleo y gas natural,2,B
07,CNAE-2025,Extracción de minerales metálicos,2,B
08,CNAE-2025,Otras industrias extractivas,2,B
09,CNAE-2025,Actividades de apoyo a las industrias extractivas,2,B
10,CNAE-2025,Industria alimentaria,2,C
11,CNAE-2025,Fabricación de bebidas,2,C
12,CNAE-2025,Industria del tabaco,2,C
13,CNAE-2025,Industria textil,2,C
14,CNAE-2025,Confección de prendas de vestir,2,C
15,CNAE-2025,Industria del cuero y productos relacionados de otros materiales,2,C
16,CNAE-2025,"Industria de la madera y del corcho, excepto muebles; cestería y espartería",2,C
17,CNAE-2025,Industria del papel,2,C
18,CNAE-2025,Artes gráficas y reproducción de soportes grabados,2,C
19,CNAE-2025,Coquerías y refino de petróleo,2,C
20,CNAE-2025,Industria química,2,C
21,CNAE-2025,Fabricación de productos farmacéuticos,2,C
22,CNAE-2025,Fabricación de productos de caucho y plásticos,2,C
23,CNAE-2025,Fabricación de otros productos minerales no metálicos,2,C
24,CNAE-2025,Metalurgia,2,C
25,CNAE-2025,"Fabricación de productos metálicos, excepto maquinaria y equipo",2,C
26,CNAE-2025,"Fabricación de productos informáticos, electrónicos y ópticos",2,C
27,CNAE-2025,Fabricación de material y equipo eléctrico,2,C
28,CNAE-2025,Fabricación de maquinaria y equipo n.c.o.p.,2,C
29,CNAE-2025,"Fabricación de vehículos de motor, remolques y semirremolques",2,C
30,CNAE-2025,Fabricación de otro material de transporte,2,C
31,CNAE-2025,Fabricación de muebles,2,C
32,CNAE-2025,Otras industrias manufactureras,2,C
33,CNAE-2025,"Reparación, mantenimiento e instalación de maquinaria y equipos",2,C
35,CNAE-2025,"Suministro de energía eléctrica, gas, vapor y aire acondicionado",2,D
36,CNAE-2025,"Captación, depuración y distribución de agua",2,E
37,CNAE-2025,Recogida y tratamiento de aguas residuales,2,E
38,CNAE-2025,"Actividades de recogida, tratamiento y eliminación de residuos",2,E
39,CNAE-2025,Actividades de descontaminación y otros servicios de gestión de residuos,2,E
41,CNAE-2025,Construcción de edificios,2,F
42,CNAE-2025,Ingeniería civil,2,F
43,CNAE-2025,Actividades de construcción especializada,2,F
46,CNAE-2025,Comercio al por mayor,2,G
47,CNAE-2025,Comercio al por menor,2,G
49,CNAE-2025,Transporte terrestre y por tubería,2,H
50,CNAE-2025,Transporte marítimo y por vías navegables interiores,2,H
51,CNAE-2025,Transporte aéreo,2,H
52,CNAE-2025,"Depósito, almacenamiento y actividades auxiliares del transporte",2,H
53,CNAE-2025,Actividades postales y de mensajería,2,H
55,CNAE-2025,Servicios de alojamiento,2,I
56,CNAE-2025,Servicios de comidas y bebidas,2,I
58,CNAE-2025,Edición,2,J
59,CNAE-2025,"Producción cinematográfica, de vídeo y de programas de televisión, grabación de sonido y edición musical",2,J
60,CNAE-2025,"Actividades de programación, radiodifusión, agencias de noticias y otras actividades de distribución de contenidos",2,J
61,CNAE-2025,Telecomunicaciones,2,K
62,CNAE-2025,"Programación, consultoría y otras actividades relacionadas con la informática",2,K
63,CNAE-2025,"Infraestructura informática, tratamiento de datos, hosting y otras actividades de servicios de información",2,K
64,CNAE-2025,"Servicios financieros, excepto seguros y fondos de pensiones",2,L
65,CNAE-2025,"Seguros, reaseguros y planes de pensiones, excepto seguridad social obligatoria",2,L
66,CNAE-2025,Actividades auxiliares a los servicios financieros y a los seguros,2,L
68,CNAE-2025,Actividades inmobiliarias,2,M
69,CNAE-2025,Actividades jurídicas y de contabilidad,2,N
70,CNAE-2025,Actividades de las sedes centrales y consultoría de gestión empresarial,2,N
71,CNAE-2025,Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos,2,N
72,CNAE-2025,Investigación y desarrollo,2,N
73,CNAE-2025,"Actividades de publicidad, estudios de mercado, relaciones públicas y comunicación",2,N
74,CNAE-2025,"Otras actividades profesionales, científicas y técnicas",2,N
75,CNAE-2025,Actividades veterinarias,2,N
77,CNAE-2025,Actividades de alquiler,2,O
78,CNAE-2025,Actividades relacionadas con el empleo,2,O
79,CNAE-2025,"Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas",2,O
80,CNAE-2025,Servicios de investigación y seguridad,2,O
81,CNAE-2025,Servicios a edificios y actividades de jardinería,2,O
82,CNAE-2025,Actividades administrativas de oficina y otras actividades auxiliares a las empresas,2,O
84,CNAE-2025,Administración pública y defensa; seguridad social obligatoria,2,P
85,CNAE-2025,Educación,2,Q
86,CNAE-2025,Actividades sanitarias,2,R
87,CNAE-2025,Asistencia en establecimientos residenciales,2,R
88,CNAE-2025,Actividades de servicios sociales sin alojamiento,2,R
90,CNAE-2025,Actividades de creación artística y artes escénicas,2,S
91,CNAE-2025,"Actividades de bibliotecas, archivos, museos y otras actividades culturales",2,S
92,CNAE-2025,Actividades de juegos de azar y apuestas,2,S
93,CNAE-2025,"Actividades deportivas, recreativas y de entretenimiento",2,S
94,CNAE-2025,Actividades asociativas,2,T
95,CNAE-2025,"Reparación y mantenimiento de ordenadores, artículos personales y enseres domésticos y vehículos de motor y motocicletas",2,T
96,CNAE-2025,Servicios personales,2,T
97,CNAE-2025,Actividades de los hogares como empleadores de personal doméstico,2,U
98,CNAE-2025,Actividades de los hogares como productores de bienes y servicios para uso propio,2,U
99,CNAE-2025,Actividades de organizaciones y organismos extraterritoriales,2,V
011,CNAE-2025,Cultivos no perennes,3,01
012,CNAE-2025,Cultivos perennes,3,01
013,CNAE-2025,Propagación de plantas,3,01
014,CNAE-2025,Producción ganadera,3,01
015,CNAE-2025,Producción agrícola combinada con la producción ganadera,3,01
016,CNAE-2025,"Actividades de apoyo a la agricultura, a la ganadería y de preparación posterior a la cosecha",3,01
017,CNAE-2025,"Caza, captura de animales y servicios relacionados",3,01
021,CNAE-2025,Silvicultura y otras actividades forestales,3,02
022,CNAE-2025,Explotación de la madera,3,02
023,CNAE-2025,"Recolección de productos silvestres, excepto madera",3,02
024,CNAE-2025,Servicios de apoyo a la silvicultura,3,02
031,CNAE-2025,Pesca,3,03
032,CNAE-2025,Acuicultura,3,03
033,CNAE-2025,Actividades de apoyo a la pesca y la acuicultura,3,03
051,CNAE-2025,Extracción de antracita y hulla,3,05
052,CNAE-2025,Extracción de lignito,3,05
061,CNAE-2025,Extracción de crudo de petróleo,3,06
062,CNAE-2025,Extracción de gas natural,3,06
071,CNAE-2025,Extracción de minerales de hierro,3,07
072,CNAE-2025,Extracción de minerales metálicos no férreos,3,07
081,CNAE-2025,"Extracción de piedra, arena y arcilla",3,08
089,CNAE-2025,Industrias extractivas n.c.o.p.,3,08
091,CNAE-2025,Actividades de apoyo a la extracción de petróleo y gas natural,3,09
099,CNAE-2025,Actividades de apoyo a otras industrias extractivas,3,09
101,CNAE-2025,Procesado y conservación de carne y elaboración de productos cárnicos,3,10
102,CNAE-2025,"Procesado y conservación de pescados, crustáceos y moluscos",3,10
103,CNAE-2025,Procesado y conservación de frutas y hortalizas,3,10
104,CNAE-2025,Fabricación de aceites y grasas vegetales y animales,3,10
105,CNAE-2025,Fabricación de productos lácteos y hielo comestible,3,10
106,CNAE-2025,"Fabricación de productos de molinería, almidones y productos amiláceos",3,10
107,CNAE-2025,Fabricación de productos de panadería y pastas alimenticias,3,10
108,CNAE-2025,Fabricación de otros productos alimenticios,3,10
109,CNAE-2025,Fabricación de productos para la alimentación animal,3,10
110,CNAE-2025,Fabricación de bebidas,3,11
120,CNAE-2025,Industria del tabaco,3,12
131,CNAE-2025,Preparación e hilado de fibras textiles,3,13
132,CNAE-2025,Fabricación de tejidos textiles,3,13
133,CNAE-2025,Acabado de textiles,3,13
139,CNAE-2025,Fabricación de otros productos textiles,3,13
141,CNAE-2025,Confección de prendas de vestir de punto,3,14
142,CNAE-2025,Confección de otras prendas de vestir y accesorios,3,14
151,CNAE-2025,"Preparación, teñido y curtido de cueros y pieles; fabricación de artículos de marroquinería, viaje y de guarnicionería y talabartería",3,15
152,CNAE-2025,Fabricación de calzado,3,15
161,CNAE-2025,Aserrado y cepillado de la madera; transformación y acabado de la madera,3,16
162,CNAE-2025,"Fabricación de productos de madera, corcho, cestería y espartería",3,16
171,CNAE-2025,"Fabricación de pasta papelera, papel y cartón",3,17
172,CNAE-2025,Fabricación de artículos de papel y de cartón,3,17
181,CNAE-2025,Artes gráficas y servicios relacionados,3,18
182,CNAE-2025,Reproducción de soportes grabados,3,18
191,CNAE-2025,Coquerías,3,19
192,CNAE-2025,Refino de petróleo y de combustibles fósiles,3,19
201,CNAE-2025,"Fabricación de productos químicos básicos, compuestos nitrogenados, fertilizantes, plásticos y caucho sintético en formas primarias",3,20
202,CNAE-2025,"Fabricación de pesticidas, desinfectantes y otros productos agroquímicos",3,20
203,CNAE-2025,"Fabricación de pinturas, barnices y revestimientos similares, tintas de imprenta y masillas",3,20
204,CNAE-2025,"Fabricación de artículos de lavado, limpieza y abrillantamiento",3,20
205,CNAE-2025,Fabricación de otros productos químicos,3,20
206,CNAE-2025,Fabricación de fibras artificiales y sintéticas,3,20
211,CNAE-2025,Fabricación de productos farmacéuticos de base,3,21
212,CNAE-2025,Fabricación de especialidades farmacéuticas,3,21
221,CNAE-2025,Fabricación de productos de caucho,3,22
222,CNAE-2025,Fabricación de productos de plástico,3,22
231,CNAE-2025,Fabricación de vidrio y productos de vidrio,3,23
232,CNAE-2025,Fabricación de productos cerámicos refractarios,3,23
233,CNAE-2025,Fabricación de productos cerámicos para la construcción,3,23
234,CNAE-2025,Fabricación de otros productos cerámicos,3,23
235,CNAE-2025,"Fabricación de cemento, cal y yeso",3,23
236,CNAE-2025,"Fabricación de elementos de hormigón, cemento y yeso",3,23
237,CNAE-2025,"Corte, tallado y acabado de la piedra",3,23
239,CNAE-2025,Fabricación de productos abrasivos y productos minerales no metálicos n.c.o.p.,3,23
241,CNAE-2025,"Fabricación de productos básicos de hierro, acero y ferroaleaciones",3,24
242,CNAE-2025,"Fabricación de tubos, tuberías, perfiles huecos y sus accesorios, de acero",3,24
243,CNAE-2025,Fabricación de otros productos de primera transformación del acero,3,24
244,CNAE-2025,Producción de metales preciosos y de otros metales no férreos,3,24
245,CNAE-2025,Fundición de metales,3,24
251,CNAE-2025,Fabricación de elementos metálicos para la construcción,3,25
252,CNAE-2025,"Fabricación de cisternas, grandes depósitos y contenedores de metal",3,25
253,CNAE-2025,Fabricación de armas y municiones,3,25
254,CNAE-2025,Forja y modelado de metales y metalurgia de polvos,3,25
255,CNAE-2025,"Tratamiento, revestimiento y mecanizado de metales",3,25
256,CNAE-2025,"Fabricación de artículos de cuchillería y cubertería, herramientas y ferretería",3,25
259,CNAE-2025,Fabricación de otros productos metálicos,3,25
261,CNAE-2025,Fabricación de componentes electrónicos y circuitos impresos ensamblados,3,26
262,CNAE-2025,Fabricación de ordenadores y equipos periféricos,3,26
263,CNAE-2025,Fabricación de equipos de telecomunicaciones,3,26
264,CNAE-2025,Fabricación de productos electrónicos de consumo,3,26
265,CNAE-2025,Fabricación de instrumentos de verificación de medidas y relojes,3,26
266,CNAE-2025,"Fabricación de equipos de radiación, electromédicos y electroterapéuticos",3,26
267,CNAE-2025,"Fabricación de instrumentos ópticos, soportes magnéticos y ópticos y equipos fotográficos",3,26
271,CNAE-2025,"Fabricación de motores, generadores y transformadores eléctricos, y de aparatos de distribución y control eléctrico",3,27
272,CNAE-2025,Fabricación de pilas y acumuladores eléctricos,3,27
273,CNAE-2025,Fabricación de cables y dispositivos de cableado,3,27
274,CNAE-2025,Fabricación de equipos de iluminación,3,27
275,CNAE-2025,Fabricación de aparatos domésticos,3,27
279,CNAE-2025,Fabricación de otro material y equipo eléctrico,3,27
281,CNAE-2025,Fabricación de maquinaria de uso general,3,28
282,CNAE-2025,Fabricación de otra maquinaria de uso general,3,28
283,CNAE-2025,Fabricación de maquinaria agraria y forestal,3,28
284,CNAE-2025,Fabricación de maquinaria para el conformado de metales y de máquinas herramienta,3,28
289,CNAE-2025,Fabricación de otra maquinaria para usos específicos,3,28
291,CNAE-2025,Fabricación de vehículos de motor,3,29
292,CNAE-2025,Fabricación de carrocerías para vehículos de motor; fabricación de remolques y semirremolques,3,29
293,CNAE-2025,Fabricación de repuestos y accesorios de vehículos de motor,3,29
301,CNAE-2025,Construcción naval,3,30
302,CNAE-2025,Fabricación de locomotoras y material ferroviario,3,30
303,CNAE-2025,Construcción aeronáutica y espacial y su maquinaria,3,30
304,CNAE-2025,Fabricación de vehículos militares de combate,3,30
309,CNAE-2025,Fabricación de otro material de transporte n.c.o.p.,3,30
310,CNAE-2025,Fabricación de muebles,3,31
321,CNAE-2025,"Fabricación de artículos de joyería, bisutería y similares",3,32
322,CNAE-2025,Fabricación de instrumentos musicales,3,32
323,CNAE-2025,Fabricación de artículos de deporte,3,32
324,CNAE-2025,Fabricación de juegos y juguetes,3,32
