codigo,version,descripcion,nivel,codigo_padre
0721,CNAE-2009,Extracción de minerales de uranio y torio,4,072
0729,CNAE-2009,Extracción de otros minerales metálicos no férreos,4,072
0811,CNAE-2009,"Extracción de piedra ornamental y para la construcción, piedra caliza, yeso, creta y pizarra",4,081
0812,CNAE-2009,Extracción de gravas y arenas; extracción de arcilla y caolín,4,081
0891,CNAE-2009,Extracción de minerales para productos químicos y fertilizantes,4,089
0892,CNAE-2009,Extracción de turba,4,089
0893,CNAE-2009,Extracción de sal,4,089
0899,CNAE-2009,Otras industrias extractivas n.c.o.p.,4,089
0910,CNAE-2009,Actividades de apoyo a la extracción de petróleo y gas natural,4,091
0990,CNAE-2009,Actividades de apoyo a otras industrias extractivas,4,099
1011,CNAE-2009,Procesado y conservación de carne,4,101
1012,CNAE-2009,Procesado y conservación de volatería,4,101
1013,CNAE-2009,Elaboración de productos cárnicos y de volatería,4,101
1021,CNAE-2009,"Procesado de pescados, crustáceos y moluscos",4,102
1022,CNAE-2009,Fabricación de conservas de pescado,4,102
1031,CNAE-2009,Procesado y conservación de patatas,4,103
1032,CNAE-2009,Elaboración de zumos de frutas y hortalizas,4,103
1039,CNAE-2009,Otro procesado y conservación de frutas y hortalizas,4,103
1042,CNAE-2009,Fabricación de margarina y grasas comestibles similares,4,104
1043,CNAE-2009,Fabricación de aceite de oliva,4,104
1044,CNAE-2009,Fabricación de otros aceites y grasas,4,104
1052,CNAE-2009,Elaboración de helados,4,105
1053,CNAE-2009,Fabricación de quesos,4,105
1054,CNAE-2009,Preparación de leche y otros productos lácteos,4,105
1061,CNAE-2009,Fabricación de productos de molinería,4,106
1062,CNAE-2009,Fabricación de almidones y productos amiláceos,4,106
1071,CNAE-2009,Fabricación de pan y de productos frescos de panadería y pastelería,4,107
1072,CNAE-2009,Fabricación de galletas y productos de panadería y pastelería de larga duración,4,107
1073,CNAE-2009,"Fabricación de pastas alimenticias, cuscús y productos similares",4,107
1081,CNAE-2009,Fabricación de azúcar,4,108
1082,CNAE-2009,"Fabricación de cacao, chocolate y productos de confitería",4,108
1083,CNAE-2009,"Elaboración de café, té e infusiones",4,108
1084,CNAE-2009,"Elaboración de especias, salsas y condimentos",4,108
1085,CNAE-2009,Elaboración de platos y comidas preparados,4,108
1086,CNAE-2009,Elaboración de preparados alimenticios homogeneizados y alimentos dietéticos,4,108
1089,CNAE-2009,Elaboración de otros productos alimenticios n.c.o.p.,4,108
1091,CNAE-2009,Fabricación de productos para la alimentación de animales de granja,4,109
1092,CNAE-2009,Fabricación de productos para la alimentación de animales de compañía,4,109
1101,CNAE-2009,"Destilación, rectificación y mezcla de bebidas alcohólicas",4,110
1102,CNAE-2009,Elaboración de vinos,4,110
1103,CNAE-2009,Elaboración de sidra y otras bebidas fermentadas a partir de frutas,4,110
1104,CNAE-2009,"Elaboración de otras bebidas no destiladas, procedentes de la fermentación",4,110
1105,CNAE-2009,Fabricación de cerveza,4,110
1106,CNAE-2009,Fabricación de malta,4,110
1107,CNAE-2009,Fabricación de bebidas no alcohólicas; producción de aguas minerales y otras aguas embotelladas,4,110
1200,CNAE-2009,Industria del tabaco,4,120
1310,CNAE-2009,Preparación e hilado de fibras textiles,4,131
1320,CNAE-2009,Fabricación de tejidos textiles,4,132
1330,CNAE-2009,Acabado de textiles,4,133
1391,CNAE-2009,Fabricación de tejidos de punto,4,139
1392,CNAE-2009,"Fabricación de artículos confeccionados con textiles, excepto prendas de vestir",4,139
1393,CNAE-2009,Fabricación de alfombras y moquetas,4,139
1394,CNAE-2009,"Fabricación de cuerdas, cordeles, bramantes y redes",4,139
1395,CNAE-2009,"Fabricación de telas no tejidas y artículos confeccionados con ellas, excepto prendas de vestir",4,139
1396,CNAE-2009,Fabricación de otros productos textiles de uso técnico e industrial,4,139
1399,CNAE-2009,Fabricación de otros productos textiles n.c.o.p.,4,139
1411,CNAE-2009,Confección de prendas de vestir de cuero,4,141
1412,CNAE-2009,Confección de ropa de trabajo,4,141
1413,CNAE-2009,Confección de otras prendas de vestir exteriores,4,141
1414,CNAE-2009,Confección de ropa interior,4,141
1419,CNAE-2009,Confección de otras prendas de vestir y accesorios,4,141
1420,CNAE-2009,Fabricación de artículos de peletería,4,142
1431,CNAE-2009,Confección de calcetería,4,143
1439,CNAE-2009,Confección de otras prendas de vestir de punto,4,143
1511,CNAE-2009,"Preparación, curtido y acabado del cuero; preparación y teñido de pieles",4,151
1512,CNAE-2009,"Fabricación de artículos de marroquinería, viaje y de guarnicionería y talabartería",4,151
1520,CNAE-2009,Fabricación de calzado,4,152
1610,CNAE-2009,Aserrado y cepillado de la madera,4,161
1621,CNAE-2009,Fabricación de chapas y tableros de madera,4,162
1622,CNAE-2009,Fabricación de suelos de madera ensamblados,4,162
1623,CNAE-2009,Fabricación de otras estructuras de madera y piezas de carpintería y ebanistería para la construcción,4,162
1624,CNAE-2009,Fabricación de envases y embalajes de madera,4,162
1629,CNAE-2009,"Fabricación de otros productos de madera; artículos de corcho, cestería y espartería",4,162
1711,CNAE-2009,Fabricación de pasta papelera,4,171
1712,CNAE-2009,Fabricación de papel y cartón,4,171
1721,CNAE-2009,Fabricación de papel y cartón ondulados; fabricación de envases y embalajes de papel y cartón,4,172
1722,CNAE-2009,"Fabricación de artículos de papel y cartón para uso doméstico, sanitario e higiénico",4,172
1723,CNAE-2009,Fabricación de artículos de papelería,4,172
1724,CNAE-2009,Fabricación de papeles pintados,4,172
1729,CNAE-2009,Fabricación de otros artículos de papel y cartón,4,172
1811,CNAE-2009,Artes gráficas y servicios relacionados con las mismas,4,181
1812,CNAE-2009,Otras actividades de impresión y artes gráficas,4,181
1813,CNAE-2009,Servicios de preimpresión y preparación de soportes,4,181
1814,CNAE-2009,Encuadernación y servicios relacionados con la misma,4,181
1820,CNAE-2009,Reproducción de soportes grabados,4,182
1910,CNAE-2009,Coquerías,4,191
1920,CNAE-2009,Refino de petróleo,4,192
2011,CNAE-2009,Fabricación de gases industriales,4,201
2012,CNAE-2009,Fabricación de colorantes y pigmentos,4,201
2013,CNAE-2009,Fabricación de otros productos básicos de química inorgánica,4,201
2014,CNAE-2009,Fabricación de otros productos básicos de química orgánica,4,201
2015,CNAE-2009,Fabricación de fertilizantes y compuestos nitrogenados,4,201
2016,CNAE-2009,Fabricación de plásticos en formas primarias,4,201
2017,CNAE-2009,Fabricación de caucho sintético en formas primarias,4,201
2020,CNAE-2009,Fabricación de pesticidas y otros productos agroquímicos,4,202
2030,CNAE-2009,"Fabricación de pinturas, barnices y revestimientos similares; tintas de imprenta y masillas",4,203
2041,CNAE-2009,"Fabricación de jabones, detergentes y otros artículos de limpieza y abrillantamiento",4,204
2042,CNAE-2009,Fabricación de perfumes y cosméticos,4,204
2051,CNAE-2009,Fabricación de explosivos,4,205
2052,CNAE-2009,Fabricación de colas,4,205
2053,CNAE-2009,Fabricación de aceites esenciales,4,205
2059,CNAE-2009,Fabricación de otros productos químicos n.c.o.p.,4,205
2060,CNAE-2009,Fabricación de fibras artificiales y sintéticas,4,206
2110,CNAE-2009,Fabricación de productos farmacéuticos de base,4,211
2120,CNAE-2009,Fabricación de especialidades farmacéuticas,4,212
2211,CNAE-2009,Fabricación de neumáticos y cámaras de caucho; reconstrucción y recauchutado de neumáticos,4,221
2219,CNAE-2009,Fabricación de otros productos de caucho,4,221
2221,CNAE-2009,"Fabricación de placas, hojas, tubos y perfiles de plástico",4,222
2222,CNAE-2009,Fabricación de envases y embalajes de plástico,4,222
2223,CNAE-2009,Fabricación de productos de plástico para la construcción,4,222
2229,CNAE-2009,Fabricación de otros productos de plástico,4,222
2311,CNAE-2009,Fabricación de vidrio plano,4,231
2312,CNAE-2009,Manipulado y transformación de vidrio plano,4,231
2313,CNAE-2009,Fabricación de vidrio hueco,4,231
2314,CNAE-2009,Fabricación de fibra de vidrio,4,231
2319,CNAE-2009,"Fabricación y manipulado de otro vidrio, incluido el vidrio técnico",4,231
2320,CNAE-2009,Fabricación de productos cerámicos refractarios,4,232
2331,CNAE-2009,Fabricación de azulejos y baldosas de cerámica,4,233
2332,CNAE-2009,"Fabricación de ladrillos, tejas y productos de tierras cocidas para la construcción",4,233
2341,CNAE-2009,Fabricación de artículos cerámicos de uso doméstico y ornamental,4,234
2342,CNAE-2009,Fabricación de aparatos sanitarios cerámicos,4,234
2343,CNAE-2009,Fabricación de aisladores y piezas aislantes de material cerámico,4,234
2344,CNAE-2009,Fabricación de otros productos cerámicos de uso técnico,4,234
2349,CNAE-2009,Fabricación de otros productos cerámicos,4,234
2351,CNAE-2009,Fabricación de cemento,4,235
2352,CNAE-2009,Fabricación de cal y yeso,4,235
2361,CNAE-2009,Fabricación de elementos de hormigón para la construcción,4,236
2362,CNAE-2009,Fabricación de elementos de yeso para la construcción,4,236
2363,CNAE-2009,Fabricación de hormigón fresco,4,236
2364,CNAE-2009,Fabricación de mortero,4,236
2365,CNAE-2009,Fabricación de fibrocemento,4,236
2369,CNAE-2009,"Fabricación de otros productos de hormigón, yeso y cemento",4,236
2370,CNAE-2009,"Corte, tallado y acabado de la piedra",4,237
2391,CNAE-2009,Fabricación de productos abrasivos,4,239
2399,CNAE-2009,Fabricación de otros productos minerales no metálicos n.c.o.p.,4,239
2410,CNAE-2009,"Fabricación de productos básicos de hierro, acero y ferroaleaciones",4,241
2420,CNAE-2009,"Fabricación de tubos, tuberías, perfiles huecos y sus accesorios, de acero",4,242
2431,CNAE-2009,Estirado en frío,4,243
2432,CNAE-2009,Laminación en frío,4,243
2433,CNAE-2009,Producción de perfiles en frío por conformación con plegado,4,243
2434,CNAE-2009,Trefilado en frío,4,243
2441,CNAE-2009,Producción de metales preciosos,4,244
2442,CNAE-2009,Producción de aluminio,4,244
2443,CNAE-2009,"Producción de plomo, zinc y estaño",4,244
2444,CNAE-2009,Producción de cobre,4,244
2445,CNAE-2009,Producción de otros metales no férreos,4,244
2446,CNAE-2009,Procesamiento de combustibles nucleares,4,244
2451,CNAE-2009,Fundición de hierro,4,245
2452,CNAE-2009,Fundición de acero,4,245
2453,CNAE-2009,Fundición de metales ligeros,4,245
2454,CNAE-2009,Fundición de otros metales no férreos,4,245
2511,CNAE-2009,Fabricación de estructuras metálicas y sus componentes,4,251
2512,CNAE-2009,Fabricación de carpintería metálica,4,251
2521,CNAE-2009,Fabricación de radiadores y calderas para calefacción central,4,252
2529,CNAE-2009,"Fabricación de otras cisternas, grandes depósitos y contenedores de metal",4,252
2530,CNAE-2009,"Fabricación de generadores de vapor, excepto calderas de calefacción central",4,253
2540,CNAE-2009,Fabricación de armas y municiones,4,254
2550,CNAE-2009,"Forja, estampación y embutición de metales; metalurgia de polvos",4,255
2561,CNAE-2009,Tratamiento y revestimiento de metales,4,256
2562,CNAE-2009,Ingeniería mecánica por cuenta de terceros,4,256
2571,CNAE-2009,Fabricación de artículos de cuchillería y cubertería,4,257
2572,CNAE-2009,Fabricación de cerraduras y herrajes,4,257
2573,CNAE-2009,Fabricación de herramientas,4,257
2591,CNAE-2009,Fabricación de bidones y toneles de hierro o acero,4,259
2592,CNAE-2009,Fabricación de envases y embalajes metálicos ligeros,4,259
2593,CNAE-2009,"Fabricación de productos de alambre, cadenas y muelles",4,259
2594,CNAE-2009,Fabricación de pernos y productos de tornillería,4,259
2599,CNAE-2009,Fabricación de otros productos metálicos n.c.o.p.,4,259
2611,CNAE-2009,Fabricación de componentes electrónicos,4,261
2612,CNAE-2009,Fabricación de circuitos impresos ensamblados,4,261
2620,CNAE-2009,Fabricación de ordenadores y equipos periféricos,4,262
2630,CNAE-2009,Fabricación de equipos de telecomunicaciones,4,263
2640,CNAE-2009,Fabricación de productos electrónicos de consumo,4,264
2651,CNAE-2009,"Fabricación de instrumentos y aparatos de medida, verificación y navegación",4,265
2652,CNAE-2009,Fabricación de relojes,4,265
2660,CNAE-2009,"Fabricación de equipos de radiación, electromédicos y electroterapéuticos",4,266
2670,CNAE-2009,Fabricación de instrumentos de óptica y equipo fotográfico,4,267
2680,CNAE-2009,Fabricación de soportes magnéticos y ópticos,4,268
2711,CNAE-2009,"Fabricación de motores, generadores y transformadores eléctricos",4,271
2712,CNAE-2009,Fabricación de aparatos de distribución y control eléctrico,4,271
2720,CNAE-2009,Fabricación de pilas y acumuladores eléctricos,4,272
2731,CNAE-2009,Fabricación de cables de fibra óptica,4,273
2732,CNAE-2009,Fabricación de otros hilos y cables electrónicos y eléctricos,4,273
2733,CNAE-2009,Fabricación de dispositivos de cableado,4,273
2740,CNAE-2009,Fabricación de lámparas y aparatos eléctricos de iluminación,4,274
2751,CNAE-2009,Fabricación de electrodomésticos,4,275
2752,CNAE-2009,Fabricación de aparatos domésticos no eléctricos,4,275
2790,CNAE-2009,Fabricación de otro material y equipo eléctrico,4,279
2811,CNAE-2009,"Fabricación de motores y turbinas, excepto los destinados a aeronaves, vehículos automóviles y ciclomotores",4,281
2812,CNAE-2009,Fabricación de equipos de transmisión hidráulica y neumática,4,281
2813,CNAE-2009,Fabricación de otras bombas y compresores,4,281
2814,CNAE-2009,Fabricación de otra grifería y válvulas,4,281
2815,CNAE-2009,"Fabricación de cojinetes, engranajes y órganos mecánicos de transmisión",4,281
2821,CNAE-2009,Fabricación de hornos y quemadores,4,282
2822,CNAE-2009,Fabricación de maquinaria de elevación y manipulación,4,282
2823,CNAE-2009,"Fabricación de máquinas y equipos de oficina, excepto equipos informáticos",4,282
2824,CNAE-2009,Fabricación de herramientas eléctricas manuales,4,282
2825,CNAE-2009,Fabricación de maquinaria de ventilación y refrigeración no doméstica,4,282
2829,CNAE-2009,Fabricación de otra maquinaria de uso general n.c.o.p.,4,282
2830,CNAE-2009,Fabricación de maquinaria agraria y forestal,4,283
2841,CNAE-2009,Fabricación de máquinas herramienta para trabajar el metal,4,284
2849,CNAE-2009,Fabricación de otras máquinas herramienta,4,284
2891,CNAE-2009,Fabricación de maquinaria para la industria metalúrgica,4,289
2892,CNAE-2009,Fabricación de maquinaria para las industrias extractivas y de la construcción,4,289
2893,CNAE-2009,"Fabricación de maquinaria para la industria de la alimentación, bebidas y tabaco",4,289
2894,CNAE-2009,"Fabricación de maquinaria para las industrias textil, de la confección y del cuero",4,289
2895,CNAE-2009,Fabricación de maquinaria para la industria del papel y del cartón,4,289
2896,CNAE-2009,Fabricación de maquinaria para la industria del plástico y el caucho,4,289
2899,CNAE-2009,Fabricación de otra maquinaria para usos específicos n.c.o.p.,4,289
2910,CNAE-2009,Fabricación de vehículos de motor,4,291
2920,CNAE-2009,Fabricación de carrocerías para vehículos de motor; fabricación de remolques y semirremolques,4,292
2931,CNAE-2009,Fabricación de equipos eléctricos y electrónicos para vehículos de motor,4,293
2932,CNAE-2009,"Fabricación de otros componentes, piezas y accesorios para vehículos de motor",4,293
3011,CNAE-2009,Construcción de barcos y estructuras flotantes,4,301
3012,CNAE-2009,Construcción de embarcaciones de recreo y deporte,4,301
3020,CNAE-2009,Fabricación de locomotoras y material ferroviario,4,302
3030,CNAE-2009,Construcción aeronáutica y espacial y su maquinaria,4,303
3040,CNAE-2009,Fabricación de vehículos militares de combate,4,304
3091,CNAE-2009,Fabricación de motocicletas,4,309
3092,CNAE-2009,Fabricación de bicicletas y de vehículos para personas con discapacidad,4,309
3099,CNAE-2009,Fabricación de otro material de transporte n.c.o.p.,4,309
3101,CNAE-2009,Fabricación de muebles de oficina y de establecimientos comerciales,4,310
3102,CNAE-2009,Fabricación de muebles de cocina,4,310
3103,CNAE-2009,Fabricación de colchones,4,310
3109,CNAE-2009,Fabricación de otros muebles,4,310
3211,CNAE-2009,Fabricación de monedas,4,321
3212,CNAE-2009,Fabricación de artículos de joyería y artículos similares,4,321
3213,CNAE-2009,Fabricación de artículos de bisutería y artículos similares,4,321
3220,CNAE-2009,Fabricación de instrumentos musicales,4,322
3230,CNAE-2009,Fabricación de artículos de deporte,4,323
3240,CNAE-2009,Fabricación de juegos y juguetes,4,324
3250,CNAE-2009,Fabricación de instrumentos y suministros médicos y odontológicos,4,325
3291,CNAE-2009,"Fabricación de escobas, brochas y cepillos",4,329
3299,CNAE-2009,Otras industrias manufactureras n.c.o.p.,4,329
3311,CNAE-2009,Reparación de productos metálicos,4,331
3312,CNAE-2009,Reparación de maquinaria,4,331
3313,CNAE-2009,Reparación de equipos electrónicos y ópticos,4,331
3314,CNAE-2009,Reparación de equipos eléctricos,4,331
3315,CNAE-2009,Reparación y mantenimiento naval,4,331
3316,CNAE-2009,Reparación y mantenimiento aeronáutico y espacial,4,331
3317,CNAE-2009,Reparación y mantenimiento de otro material de transporte,4,331
3319,CNAE-2009,Reparación de otros equipos,4,331
3320,CNAE-2009,Instalación de máquinas y equipos industriales,4,332
3512,CNAE-2009,Transporte de energía eléctrica,4,351
3513,CNAE-2009,Distribución de energía eléctrica,4,351
3514,CNAE-2009,Comercio de energía eléctrica,4,351
3515,CNAE-2009,Producción de energía hidroeléctrica,4,351
3516,CNAE-2009,Producción de energía eléctrica de origen térmico convencional,4,351
3517,CNAE-2009,Producción de energía eléctrica de origen nuclear,4,351
3518,CNAE-2009,Producción de energía eléctrica de origen eólico,4,351
3519,CNAE-2009,Producción de energía eléctrica de otros tipos,4,351
3521,CNAE-2009,Producción de gas,4,352
3522,CNAE-2009,Distribución por tubería de combustibles gaseosos,4,352
3523,CNAE-2009,Comercio de gas por tubería,4,352
3530,CNAE-2009,Suministro de vapor y aire acondicionado,4,353
3600,CNAE-2009,"Captación, depuración y distribución de agua",4,360
3700,CNAE-2009,Recogida y tratamiento de aguas residuales,4,370
3811,CNAE-2009,Recogida de residuos no peligrosos,4,381
3812,CNAE-2009,Recogida de residuos peligrosos,4,381
3821,CNAE-2009,Tratamiento y eliminación de residuos no peligrosos,4,382
3822,CNAE-2009,Tratamiento y eliminación de residuos peligrosos,4,382
3831,CNAE-2009,Separación y clasificación de materiales,4,383
3832,CNAE-2009,Valorización de materiales ya clasificados,4,383
3900,CNAE-2009,Actividades de descontaminación y otros servicios de gestión de residuos,4,390
4110,CNAE-2009,Promoción inmobiliaria,4,411
4121,CNAE-2009,Construcción de edificios residenciales,4,412
4122,CNAE-2009,Construcción de edificios no residenciales,4,412
4211,CNAE-2009,Construcción de carreteras y autopistas,4,421
4212,CNAE-2009,Construcción de vías férreas de superficie y subterráneas,4,421
4213,CNAE-2009,Construcción de puentes y túneles,4,421
4221,CNAE-2009,Construcción de redes para fluidos,4,422
4222,CNAE-2009,Construcción de redes eléctricas y de telecomunicaciones,4,422
4291,CNAE-2009,Obras hidráulicas,4,429
4299,CNAE-2009,Construcción de otros proyectos de ingeniería civil n.c.o.p.,4,429
4311,CNAE-2009,Demolición,4,431
4312,CNAE-2009,Preparación de terrenos,4,431
4313,CNAE-2009,Perforaciones y sondeos,4,431
4321,CNAE-2009,Instalaciones eléctricas,4,432
4322,CNAE-2009,"Fontanería, instalaciones de sistemas de calefacción y aire acondicionado",4,432
4329,CNAE-2009,Otras instalaciones en obras de construcción,4,432
4331,CNAE-2009,Revocamiento,4,433
4332,CNAE-2009,Instalación de carpintería,4,433
4333,CNAE-2009,Revestimiento de suelos y paredes,4,433
4334,CNAE-2009,Pintura y acristalamiento,4,433
4339,CNAE-2009,Otro acabado de edificios,4,433
4391,CNAE-2009,Construcción de cubiertas,4,439
4399,CNAE-2009,Otras actividades de construcción especializada n.c.o.p.,4,439
4511,CNAE-2009,Venta de automóviles y vehículos de motor ligeros,4,451
4519,CNAE-2009,Venta de otros vehículos de motor,4,451
4520,CNAE-2009,Mantenimiento y reparación de vehículos de motor,4,452
4531,CNAE-2009,Comercio al por mayor de repuestos y accesorios de vehículos de motor,4,453
4532,CNAE-2009,Comercio al por menor de repuestos y accesorios de vehículos de motor,4,453
4540,CNAE-2009,"Venta, mantenimiento y reparación de motocicletas y de sus repuestos y accesorios",4,454
4611,CNAE-2009,"Intermediarios del comercio de materias primas agrarias, animales vivos, materias primas textiles y productos semielaborados",4,461
4612,CNAE-2009,"Intermediarios del comercio de combustibles, minerales, metales y productos químicos industriales",4,461
4613,CNAE-2009,Intermediarios del comercio de la madera y materiales de construcción,4,461
4614,CNAE-2009,"Intermediarios del comercio de maquinaria, equipo industrial, embarcaciones y aeronaves",4,461
4615,CNAE-2009,"Intermediarios del comercio de muebles, artículos para el hogar y ferretería",4,461
4616,CNAE-2009,"Intermediarios del comercio de textiles, prendas de vestir, peletería, calzado y artículos de cuero",4,461
4617,CNAE-2009,"Intermediarios del comercio de productos alimenticios, bebidas y tabaco",4,461
4618,CNAE-2009,Intermediarios del comercio especializados en la venta de otros productos específicos,4,461
4619,CNAE-2009,Intermediarios del comercio de productos diversos,4,461
4621,CNAE-2009,"Comercio al por mayor de cereales, tabaco en rama, simientes y alimentos para animales",4,462
4622,CNAE-2009,Comercio al por mayor de flores y plantas,4,462
4623,CNAE-2009,Comercio al por mayor de animales vivos,4,462
4624,CNAE-2009,Comercio al por mayor de cueros y pieles,4,462
4631,CNAE-2009,Comercio al por mayor de frutas y hortalizas,4,463
4632,CNAE-2009,Comercio al por mayor de carne y productos cárnicos,4,463
4633,CNAE-2009,"Comercio al por mayor de productos lácteos, huevos, aceites y grasas comestibles",4,463
4634,CNAE-2009,Comercio al por mayor de bebidas,4,463
4635,CNAE-2009,Comercio al por mayor de productos del tabaco,4,463
4636,CNAE-2009,"Comercio al por mayor de azúcar, chocolate y confitería",4,463
4637,CNAE-2009,"Comercio al por mayor de café, té, cacao y especias",4,463
4638,CNAE-2009,Comercio al por mayor de pescados y mariscos y otros productos alimenticios,4,463
4639,CNAE-2009,"Comercio al por mayor, no especializado, de productos alimenticios, bebidas y tabaco",4,463
4641,CNAE-2009,Comercio al por mayor de textiles,4,464
4642,CNAE-2009,Comercio al por mayor de prendas de vestir y calzado,4,464
4643,CNAE-2009,Comercio al por mayor de aparatos electrodomésticos,4,464
4644,CNAE-2009,"Comercio al por mayor de porcelana, cristalería y artículos de limpieza",4,464
4645,CNAE-2009,Comercio al por mayor de productos perfumería y cosmética,4,464
4646,CNAE-2009,Comercio al por mayor de productos farmacéuticos,4,464
4647,CNAE-2009,"Comercio al por mayor de muebles, alfombras y aparatos de iluminación",4,464
4648,CNAE-2009,Comercio al por mayor de artículos de relojería y joyería,4,464
4649,CNAE-2009,Comercio al por mayor de otros artículos de uso doméstico,4,464
4651,CNAE-2009,"Comercio al por mayor de ordenadores, equipos periféricos y programas informáticos",4,465
4652,CNAE-2009,Comercio al por mayor de equipos electrónicos y de telecomunicaciones y sus componentes,4,465
4661,CNAE-2009,"Comercio al por mayor de maquinaria, equipos y suministros agrícolas",4,466
4662,CNAE-2009,Comercio al por mayor de máquinas herramienta,4,466
4663,CNAE-2009,"Comercio al por mayor de maquinaria para la minería, la construcción y la ingeniería civil",4,466
4664,CNAE-2009,Comercio al por mayor de maquinaria para la industria textil y de máquinas de coser y tricotar,4,466
4665,CNAE-2009,Comercio al por mayor de muebles de oficina,4,466
4666,CNAE-2009,Comercio al por mayor de otra maquinaria y equipo de oficina,4,466
4669,CNAE-2009,Comercio al por mayor de otra maquinaria y equipo,4,466
4671,CNAE-2009,"Comercio al por mayor de combustibles sólidos, líquidos y gaseosos, y productos similares",4,467
4672,CNAE-2009,Comercio al por mayor de metales y minerales metálicos,4,467
4673,CNAE-2009,"Comercio al por mayor de madera, materiales de construcción y aparatos sanitarios",4,467
4674,CNAE-2009,"Comercio al por mayor de ferretería, fontanería y calefacción",4,467
4675,CNAE-2009,Comercio al por mayor de productos químicos,4,467
4676,CNAE-2009,Comercio al por mayor de otros productos semielaborados,4,467
4677,CNAE-2009,Comercio al por mayor de chatarra y productos de desecho,4,467
4690,CNAE-2009,Comercio al por mayor no especializado,4,469
4711,CNAE-2009,"Comercio al por menor en establecimientos no especializados, con predominio en productos alimenticios, bebidas y tabaco",4,471
4719,CNAE-2009,Otro comercio al por menor en establecimientos no especializados,4,471
4721,CNAE-2009,Comercio al por menor de frutas y hortalizas en establecimientos especializados,4,472
4722,CNAE-2009,Comercio al por menor de carne y productos cárnicos en establecimientos especializados,4,472
4723,CNAE-2009,Comercio al por menor de pescados y mariscos en establecimientos especializados,4,472
4724,CNAE-2009,"Comercio al por menor de pan y productos de panadería, confitería y pastelería en establecimientos especializados",4,472
4725,CNAE-2009,Comercio al por menor de bebidas en establecimientos especializados,4,472
4726,CNAE-2009,Comercio al por menor de productos de tabaco en establecimientos especializados,4,472
4729,CNAE-2009,Otro comercio al por menor de productos alimenticios en establecimientos especializados,4,472
4730,CNAE-2009,Comercio al por menor de combustible para la automoción en establecimientos especializados,4,473
4741,CNAE-2009,"Comercio al por menor de ordenadores, equipos periféricos y programas informáticos en establecimientos especializados",4,474
4742,CNAE-2009,Comercio al por menor de equipos de telecomunicaciones en establecimientos especializados,4,474
4743,CNAE-2009,Comercio al por menor de equipos de audio y vídeo en establecimientos especializados,4,474
4751,CNAE-2009,Comercio al por menor de textiles en establecimientos especializados,4,475
4752,CNAE-2009,"Comercio al por menor de ferretería, pintura y vidrio en establecimientos especializados",4,475
4753,CNAE-2009,"Comercio al por menor de alfombras, moquetas y revestimientos de paredes y suelos en establecimientos especializados",4,475
4754,CNAE-2009,Comercio al por menor de aparatos electrodomésticos en establecimientos especializados,4,475
4759,CNAE-2009,"Comercio al por menor de muebles, aparatos de iluminación y otros artículos de uso doméstico en establecimientos especializados",4,475
4761,CNAE-2009,Comercio al por menor de libros en establecimientos especializados,4,476
4762,CNAE-2009,Comercio al por menor de periódicos y artículos de papelería en establecimientos especializados,4,476
4763,CNAE-2009,Comercio al por menor de grabaciones de música y vídeo en establecimientos especializados,4,476
4764,CNAE-2009,Comercio al por menor de artículos deportivos en establecimientos especializados,4,476
4765,CNAE-2009,Comercio al por menor de juegos y juguetes en establecimientos especializados,4,476
4771,CNAE-2009,Comercio al por menor de prendas de vestir en establecimientos especializados,4,477
4772,CNAE-2009,Comercio al por menor de calzado y artículos de cuero en establecimientos especializados,4,477
4773,CNAE-2009,Comercio al por menor de productos farmacéuticos en establecimientos especializados,4,477
4774,CNAE-2009,Comercio al por menor de artículos médicos y ortopédicos en establecimientos especializados,4,477
4775,CNAE-2009,Comercio al por menor de productos cosméticos e higiénicos en establecimientos especializados,4,477
4776,CNAE-2009,"Comercio al por menor de flores, plantas, semillas, fertilizantes, animales de compañía y alimentos para los mismos en establecimientos especializados",4,477
4777,CNAE-2009,Comercio al por menor de artículos de relojería y joyería en establecimientos especializados,4,477
4778,CNAE-2009,Otro comercio al por menor de artículos nuevos en establecimientos especializados,4,477
4779,CNAE-2009,Comercio al por menor de artículos de segunda mano en establecimientos,4,477
4781,CNAE-2009,"Comercio al por menor de productos alimenticios, bebidas y tabaco en puestos de venta y en mercadillos",4,478
4782,CNAE-2009,"Comercio al por menor de productos textiles, prendas de vestir y calzado en puestos de venta y en mercadillos",4,478
4789,CNAE-2009,Comercio al por menor de otros productos en puestos de venta y en mercadillos,4,478
4791,CNAE-2009,Comercio al por menor por correspondencia o Internet,4,479
4799,CNAE-2009,"Otro comercio al por menor no realizado ni en establecimientos, ni en puestos de venta ni en mercadillos",4,479
4910,CNAE-2009,Transporte interurbano de pasajeros por ferrocarril,4,491
4920,CNAE-2009,Transporte de mercancías por ferrocarril,4,492
4931,CNAE-2009,Transporte terrestre urbano y suburbano de pasajeros,4,493
4932,CNAE-2009,Transporte por taxi,4,493
4939,CNAE-2009,Otros tipos de transporte terrestre de pasajeros n.c.o.p.,4,493
4941,CNAE-2009,Transporte de mercancías por carretera,4,494
4942,CNAE-2009,Servicios de mudanza,4,494
4950,CNAE-2009,Transporte por tubería,4,495
5010,CNAE-2009,Transporte marítimo de pasajeros,4,501
5020,CNAE-2009,Transporte marítimo de mercancías,4,502
5030,CNAE-2009,Transporte de pasajeros por vías navegables interiores,4,503
